ano,idade_grupo,raca_cor,sexo,sigla_uf,escolaridade_grupo,n
2012,adulto,1,2,BA,media,119
2012,adulto,1,2,CE,alta,64
2012,adulto,1,2,CE,baixa,16
2012,adulto,1,2,CE,media,126
2012,adulto,1,2,DF,alta,40
2012,adulto,1,2,DF,baixa,6
2012,adulto,1,2,DF,media,81
2012,adulto,1,2,ES,alta,39
2012,adulto,1,2,ES,baixa,11
2012,adulto,1,2,ES,media,60
2012,adulto,1,2,GO,alta,86
2012,adulto,1,2,GO,baixa,27
2012,adulto,1,2,GO,media,160
2012,adulto,1,2,MA,alta,61
2012,adulto,1,2,MA,baixa,10
2012,adulto,1,2,MA,media,84
2012,adulto,1,2,MG,alta,233
2012,adulto,1,2,MG,baixa,75
2012,adulto,1,2,MG,media,474
2012,adulto,1,2,MS,alta,71
2012,adulto,1,2,MS,baixa,18
2012,adulto,1,2,MS,media,103
2012,adulto,1,2,MT,alta,50
2012,adulto,1,2,MT,baixa,9
2012,adulto,1,2,MT,media,106
2012,adulto,1,2,PA,alta,55
2012,adulto,1,2,PA,baixa,9
2012,adulto,1,2,PA,media,114
2012,adulto,1,2,PB,alta,14
2012,adulto,1,2,PB,baixa,5
2012,adulto,1,2,PB,media,44
2012,adulto,1,2,PE,alta,88
2012,adulto,1,2,PE,baixa,39
2012,adulto,1,2,PE,media,194
2012,adulto,1,2,PI,alta,24
2012,adulto,1,2,PI,baixa,7
2012,adulto,1,2,PI,media,56
2012,adulto,1,2,PR,alta,424
2012,adulto,1,2,PR,baixa,73
2012,adulto,1,2,PR,media,863
2012,adulto,1,2,RJ,alta,330
2012,adulto,1,2,RJ,baixa,52
2012,adulto,1,2,RJ,media,713
2012,adulto,1,2,RN,alta,29
2012,adulto,1,2,RN,baixa,16
2012,adulto,1,2,RN,media,54
2012,adulto,1,2,RO,alta,12
2012,adulto,1,2,RO,baixa,2
2012,adulto,1,2,RO,media,35
2012,adulto,1,2,RR,alta,3
2012,adulto,1,2,RR,media,8
2012,adulto,1,2,RS,alta,277
2012,adulto,1,2,RS,baixa,83
2012,adulto,1,2,RS,media,624
2012,adulto,1,2,SC,alta,293
2012,adulto,1,2,SC,baixa,34
2012,adulto,1,2,SC,media,483
2012,adulto,1,2,SE,alta,19
2012,adulto,1,2,SE,baixa,5
2012,adulto,1,2,SE,media,43
2012,adulto,1,2,SP,alta,1092
2012,adulto,1,2,SP,baixa,209
