posterior_sample,level,risk
99,baixa,0.684723973274231
99,media,0.6643936634063721
99,alta,0.6348235607147217
100,baixa,0.6869968771934509
100,media,0.6677501201629639
100,alta,0.636797308921814
101,baixa,0.68552166223526
101,media,0.665734589099884
101,alta,0.6343777775764465
102,baixa,0.6855614185333252
102,media,0.6664375066757202
102,alta,0.6365219354629517
103,baixa,0.6881616115570068
103,media,0.6684249043464661
103,alta,0.6375405192375183
104,baixa,0.686542272567749
104,media,0.6674124598503113
104,alta,0.6359480619430542
105,baixa,0.6866182684898376
105,media,0.6667787432670593
105,alta,0.6338295936584473
106,baixa,0.6872579455375671
106,media,0.6669938564300537
106,alta,0.636786162853241
107,baixa,0.6862481236457825
107,media,0.6664815545082092
107,alta,0.6358924508094788
108,baixa,0.6862011551856995
108,media,0.6665335893630981
108,alta,0.6364784836769104
109,baixa,0.685422420501709
109,media,0.6661739945411682
109,alta,0.6349847316741943
110,baixa,0.6869522333145142
110,media,0.667070209980011
110,alta,0.636284351348877
111,baixa,0.6878401041030884
111,media,0.6683579087257385
111,alta,0.6374704837799072
112,baixa,0.6853880882263184
112,media,0.6661670804023743
112,alta,0.6355330944061279
113,baixa,0.6879379749298096
113,media,0.6678714752197266
113,alta,0.6364444494247437
114,baixa,0.6863192319869995
114,media,0.6668899655342102
114,alta,0.6363183856010437
115,baixa,0.686456024646759
115,media,0.6666657328605652
115,alta,0.6366971731185913
116,baixa,0.6861935257911682
116,media,0.6668151617050171
116,alta,0.6359378695487976
117,baixa,0.6847617030143738
117,media,0.6650647521018982
117,alta,0.6350072026252747
118,baixa,0.6861371397972107
118,media,0.6657824516296387
118,alta,0.6354508399963379
119,baixa,0.6859992146492004
119,media,0.6666741967201233
119,alta,0.6348993182182312
120,baixa,0.6859624981880188
120,media,0.6667082905769348
120,alta,0.6351826786994934
121,baixa,0.6871406435966492
121,media,0.6670126914978027
121,alta,0.6378659605979919
122,baixa,0.6840332746505737
122,media,0.6648820042610168
122,alta,0.6336513161659241
123,baixa,0.6857650876045227
123,media,0.666587233543396
123,alta,0.634964108467102
124,baixa,0.6854761838912964
124,media,0.6654460430145264
124,alta,0.6353124380111694
125,baixa,0.6851065158843994
125,media,0.6648430228233337
125,alta,0.6338539719581604
126,baixa,0.6865625977516174
126,media,0.667614221572876
126,alta,0.6361432671546936
127,baixa,0.6863375306129456
127,media,0.6660882830619812
127,alta,0.635377824306488
128,baixa,0.6864359378814697
128,media,0.6668078899383545
128,alta,0.6358402967453003
129,baixa,0.6866269707679749
129,media,0.6681421399116516
129,alta,0.6371577382087708
130,baixa,0.6862971782684326
130,media,0.6657504439353943
130,alta,0.6351975202560425
131,baixa,0.6869493126869202
131,media,0.6667455434799194
131,alta,0.6365547776222229
132,baixa,0.6870193481445312
132,media,0.6668974757194519
132,alta,0.6378704905509949
133,baixa,0.6863790154457092
133,media,0.6664754748344421
133,alta,0.6355054974555969
134,baixa,0.6873317360877991
134,media,0.6681307554244995
134,alta,0.6364254355430603
135,baixa,0.6851634383201599
135,media,0.6655244827270508
135,alta,0.6346802115440369
136,baixa,0.6876909732818604
136,media,0.6681205630302429
136,alta,0.6383100748062134
137,baixa,0.6848905086517334
137,media,0.6647449135780334
137,alta,0.6338613033294678
138,baixa,0.6853616237640381
138,media,0.6665977239608765
138,alta,0.6354185342788696
139,baixa,0.6851774454116821
139,media,0.6653679013252258
139,alta,0.6346074342727661
140,baixa,0.6865723729133606
140,media,0.6667596101760864
140,alta,0.6368967890739441
141,baixa,0.686017632484436
141,media,0.6662678718566895
141,alta,0.6360982060432434
142,baixa,0.6857050061225891
142,media,0.6665822863578796
142,alta,0.6347615122795105
143,baixa,0.6871767044067383
143,media,0.6673245429992676
143,alta,0.6370815634727478
144,baixa,0.6870927214622498
144,media,0.6675428152084351
144,alta,0.6365898847579956
145,baixa,0.6871587038040161
145,media,0.668113648891449
145,alta,0.6369055509567261
146,baixa,0.685881495475769
146,media,0.6659973859786987
146,alta,0.6357288956642151
147,baixa,0.6851303577423096
147,media,0.6656491160392761
147,alta,0.634592592716217
148,baixa,0.6865957975387573
148,media,0.6668821573257446
148,alta,0.6363034248352051
149,baixa,0.6854685544967651
149,media,0.6650384664535522
149,alta,0.6354677081108093
150,baixa,0.6860294342041016
150,media,0.6662212014198303
150,alta,0.6354922652244568
151,baixa,0.6870188117027283
151,media,0.6669427752494812
151,alta,0.6370434761047363
152,baixa,0.6862897872924805
152,media,0.6660879254341125
152,alta,0.6354660987854004
153,baixa,0.6871342658996582
153,media,0.6683041453361511
153,alta,0.6365792155265808
154,baixa,0.6859487295150757
154,media,0.6661191582679749
154,alta,0.636978268623352
155,baixa,0.6862894892692566
155,media,0.6665320992469788
155,alta,0.635086178779602
156,baixa,0.6865042448043823
156,media,0.6663470268249512
156,alta,0.6360081434249878
157,baixa,0.6869198679924011
157,media,0.6673139333724976
157,alta,0.6374128460884094
158,baixa,0.686529815196991
158,media,0.6665639281272888
158,alta,0.6352809071540833
159,baixa,0.6860835552215576
159,media,0.6665601134300232
159,alta,0.6349350810050964
160,baixa,0.6844700574874878
160,media,0.6645479798316956
