level,mean,median,ci95_low,ci95_high
alta,0.6355815533995628,0.6355421245098114,0.6334470242261887,0.6377678513526917
baixa,0.6860589280724525,0.6860618591308594,0.684518963098526,0.6876255735754967
media,0.6662914640307427,0.666286826133728,0.6643933042883873,0.668144391477108
