level,observed_risk,predicted_risk_mean,predicted_risk_median,predicted_risk_ci95_low,predicted_risk_ci95_high,prediction_error_mean,prediction_error_median
alta,0.6329242587089539,0.631217591047287,0.6311946213245392,0.6291397243738175,0.6333474516868591,-0.0017066676616668702,-0.0017296373844146729
baixa,0.7010949850082397,0.6990989021658898,0.6990559697151184,0.6976022630929947,0.7007086336612701,-0.0019960828423500063,-0.002039015293121338
media,0.6670438647270203,0.665425925552845,0.6654144525527954,0.6635048404335976,0.6673154234886169,-0.0016179391741752624,-0.0016294121742248535
