escolaridade_grupo,ano,idade_grupo,raca_cor,sexo,sigla_uf,successes,total,treatment_code,ano_code,idade_grupo_code,raca_cor_code,sexo_code,sigla_uf_code
baixa,2012,adulto,1,1,BA,29,35,0,0,0,0,0,4
baixa,2012,adulto,1,1,CE,26,40,0,0,0,0,0,5
baixa,2012,adulto,1,1,ES,38,45,0,0,0,0,0,7
baixa,2012,adulto,1,1,GO,28,36,0,0,0,0,0,8
baixa,2012,adulto,1,1,MA,27,28,0,0,0,0,0,9
baixa,2012,adulto,1,1,MG,94,135,0,0,0,0,0,10
baixa,2012,adulto,1,1,PE,54,76,0,0,0,0,0,15
baixa,2012,adulto,1,1,PI,17,21,0,0,0,0,0,16
baixa,2012,adulto,1,1,PR,92,128,0,0,0,0,0,17
baixa,2012,adulto,1,1,RJ,68,93,0,0,0,0,0,18
baixa,2012,adulto,1,1,RN,38,45,0,0,0,0,0,19
baixa,2012,adulto,1,1,RS,124,163,0,0,0,0,0,22
baixa,2012,adulto,1,1,SC,30,48,0,0,0,0,0,23
baixa,2012,adulto,1,1,SP,520,662,0,0,0,0,0,25
baixa,2012,adulto,1,2,BA,23,26,0,0,0,0,1,4
baixa,2012,adulto,1,2,GO,20,27,0,0,0,0,1,8
baixa,2012,adulto,1,2,MG,45,69,0,0,0,0,1,10
baixa,2012,adulto,1,2,PE,22,36,0,0,0,0,1,15
baixa,2012,adulto,1,2,PR,54,71,0,0,0,0,1,17
baixa,2012,adulto,1,2,RJ,22,47,0,0,0,0,1,18
baixa,2012,adulto,1,2,RS,52,79,0,0,0,0,1,22
baixa,2012,adulto,1,2,SC,24,33,0,0,0,0,1,23
baixa,2012,adulto,1,2,SP,131,202,0,0,0,0,1,25
baixa,2012,adulto,2,1,BA,85,97,0,0,0,1,0,4
baixa,2012,adulto,2,1,GO,25,27,0,0,0,1,0,8
baixa,2012,adulto,2,1,MA,35,41,0,0,0,1,0,9
baixa,2012,adulto,2,1,MG,53,65,0,0,0,1,0,10
baixa,2012,adulto,2,1,PE,35,42,0,0,0,1,0,15
baixa,2012,adulto,2,1,RJ,48,55,0,0,0,1,0,18
baixa,2012,adulto,2,1,RS,19,22,0,0,0,1,0,22
baixa,2012,adulto,2,1,SP,52,64,0,0,0,1,0,25
baixa,2012,adulto,2,2,BA,18,27,0,0,0,1,1,4
baixa,2012,adulto,2,2,MG,14,27,0,0,0,1,1,10
baixa,2012,adulto,2,2,RJ,28,39,0,0,0,1,1,18
baixa,2012,adulto,2,2,SP,18,30,0,0,0,1,1,25
baixa,2012,adulto,4,1,AL,435,460,0,0,0,3,0,1
baixa,2012,adulto,4,1,AM,59,68,0,0,0,3,0,2
baixa,2012,adulto,4,1,BA,299,337,0,0,0,3,0,4
baixa,2012,adulto,4,1,CE,220,274,0,0,0,3,0,5
baixa,2012,adulto,4,1,DF,30,36,0,0,0,3,0,6
baixa,2012,adulto,4,1,ES,73,77,0,0,0,3,0,7
baixa,2012,adulto,4,1,GO,104,115,0,0,0,3,0,8
baixa,2012,adulto,4,1,MA,208,242,0,0,0,3,0,9
baixa,2012,adulto,4,1,MG,166,195,0,0,0,3,0,10
baixa,2012,adulto,4,1,MS,26,32,0,0,0,3,0,11
baixa,2012,adulto,4,1,MT,38,50,0,0,0,3,0,12
baixa,2012,adulto,4,1,PA,122,145,0,0,0,3,0,13
baixa,2012,adulto,4,1,PB,131,147,0,0,0,3,0,14
baixa,2012,adulto,4,1,PE,264,323,0,0,0,3,0,15
baixa,2012,adulto,4,1,PI,125,144,0,0,0,3,0,16
baixa,2012,adulto,4,1,PR,33,39,0,0,0,3,0,17
baixa,2012,adulto,4,1,RJ,77,100,0,0,0,3,0,18
baixa,2012,adulto,4,1,RN,161,185,0,0,0,3,0,19
baixa,2012,adulto,4,1,SE,88,95,0,0,0,3,0,24
baixa,2012,adulto,4,1,SP,228,287,0,0,0,3,0,25
baixa,2012,adulto,4,1,TO,30,40,0,0,0,3,0,26
baixa,2012,adulto,4,2,AL,45,52,0,0,0,3,1,1
baixa,2012,adulto,4,2,AM,20,24,0,0,0,3,1,2
baixa,2012,adulto,4,2,BA,60,93,0,0,0,3,1,4
baixa,2012,adulto,4,2,CE,46,69,0,0,0,3,1,5
baixa,2012,adulto,4,2,GO,27,42,0,0,0,3,1,8
baixa,2012,adulto,4,2,MA,56,74,0,0,0,3,1,9
baixa,2012,adulto,4,2,MG,59,77,0,0,0,3,1,10
baixa,2012,adulto,4,2,PA,46,58,0,0,0,3,1,13
baixa,2012,adulto,4,2,PB,21,30,0,0,0,3,1,14
baixa,2012,adulto,4,2,PE,89,119,0,0,0,3,1,15
baixa,2012,adulto,4,2,PI,25,36,0,0,0,3,1,16
baixa,2012,adulto,4,2,PR,25,30,0,0,0,3,1,17
baixa,2012,adulto,4,2,RJ,41,61,0,0,0,3,1,18
baixa,2012,adulto,4,2,RN,23,28,0,0,0,3,1,19
baixa,2012,adulto,4,2,SE,23,29,0,0,0,3,1,24
baixa,2012,adulto,4,2,SP,55,93,0,0,0,3,1,25
baixa,2012,idoso,1,1,AL,61,80,0,0,1,0,0,1
baixa,2012,idoso,1,1,AM,34,40,0,0,1,0,0,2
baixa,2012,idoso,1,1,BA,174,222,0,0,1,0,0,4
baixa,2012,idoso,1,1,CE,169,237,0,0,1,0,0,5
baixa,2012,idoso,1,1,DF,40,53,0,0,1,0,0,6
baixa,2012,idoso,1,1,ES,129,165,0,0,1,0,0,7
baixa,2012,idoso,1,1,GO,208,267,0,0,1,0,0,8
baixa,2012,idoso,1,1,MA,124,165,0,0,1,0,0,9
baixa,2012,idoso,1,1,MG,555,769,0,0,1,0,0,10
baixa,2012,idoso,1,1,MS,101,142,0,0,1,0,0,11
baixa,2012,idoso,1,1,MT,79,115,0,0,1,0,0,12
baixa,2012,idoso,1,1,PA,85,111,0,0,1,0,0,13
baixa,2012,idoso,1,1,PB,60,90,0,0,1,0,0,14
baixa,2012,idoso,1,1,PE,317,427,0,0,1,0,0,15
baixa,2012,idoso,1,1,PI,87,107,0,0,1,0,0,16
baixa,2012,idoso,1,1,PR,694,912,0,0,1,0,0,17
baixa,2012,idoso,1,1,RJ,698,900,0,0,1,0,0,18
baixa,2012,idoso,1,1,RN,117,165,0,0,1,0,0,19
baixa,2012,idoso,1,1,RS,730,927,0,0,1,0,0,22
baixa,2012,idoso,1,1,SC,207,279,0,0,1,0,0,23
baixa,2012,idoso,1,1,SE,44,60,0,0,1,0,0,24
baixa,2012,idoso,1,1,SP,2241,3125,0,0,1,0,0,25
baixa,2012,idoso,1,2,AL,82,111,0,0,1,0,1,1
baixa,2012,idoso,1,2,AM,20,24,0,0,1,0,1,2
baixa,2012,idoso,1,2,BA,221,273,0,0,1,0,1,4
baixa,2012,idoso,1,2,CE,216,281,0,0,1,0,1,5
baixa,2012,idoso,1,2,DF,49,68,0,0,1,0,1,6
baixa,2012,idoso,1,2,ES,126,166,0,0,1,0,1,7
baixa,2012,idoso,1,2,GO,240,313,0,0,1,0,1,8
baixa,2012,idoso,1,2,MA,171,204,0,0,1,0,1,9
baixa,2012,idoso,1,2,MG,661,903,0,0,1,0,1,10
baixa,2012,idoso,1,2,MS,125,147,0,0,1,0,1,11
baixa,2012,idoso,1,2,MT,84,113,0,0,1,0,1,12
baixa,2012,idoso,1,2,PA,80,98,0,0,1,0,1,13
baixa,2012,idoso,1,2,PB,85,104,0,0,1,0,1,14
baixa,2012,idoso,1,2,PE,424,562,0,0,1,0,1,15
baixa,2012,idoso,1,2,PI,94,114,0,0,1,0,1,16
baixa,2012,idoso,1,2,PR,999,1255,0,0,1,0,1,17
baixa,2012,idoso,1,2,RJ,775,1021,0,0,1,0,1,18
baixa,2012,idoso,1,2,RN,114,143,0,0,1,0,1,19
baixa,2012,idoso,1,2,RS,651,871,0,0,1,0,1,22
baixa,2012,idoso,1,2,SC,256,327,0,0,1,0,1,23
baixa,2012,idoso,1,2,SE,65,89,0,0,1,0,1,24
baixa,2012,idoso,1,2,SP,2395,3337,0,0,1,0,1,25
baixa,2012,idoso,2,1,BA,217,280,0,0,1,1,0,4
baixa,2012,idoso,2,1,MA,165,206,0,0,1,1,0,9
baixa,2012,idoso,2,1,MG,222,302,0,0,1,1,0,10
baixa,2012,idoso,2,1,PE,109,152,0,0,1,1,0,15
baixa,2012,idoso,2,1,PR,76,94,0,0,1,1,0,17
baixa,2012,idoso,2,1,RJ,242,324,0,0,1,1,0,18
baixa,2012,idoso,2,1,RS,75,101,0,0,1,1,0,22
baixa,2012,idoso,2,1,SP,234,325,0,0,1,1,0,25
baixa,2012,idoso,2,2,MG,243,322,0,0,1,1,1,10
baixa,2012,idoso,2,2,RJ,421,535,0,0,1,1,1,18
baixa,2012,idoso,2,2,RS,79,100,0,0,1,1,1,22
baixa,2012,idoso,2,2,SP,301,403,0,0,1,1,1,25
baixa,2012,idoso,3,1,SP,28,40,0,0,1,2,0,25
baixa,2012,idoso,3,2,SP,20,28,0,0,1,2,1,25
baixa,2012,idoso,4,1,AL,335,407,0,0,1,3,0,1
baixa,2012,idoso,4,1,AM,239,291,0,0,1,3,0,2
baixa,2012,idoso,4,1,BA,693,921,0,0,1,3,0,4
baixa,2012,idoso,4,1,CE,811,1038,0,0,1,3,0,5
baixa,2012,idoso,4,1,DF,92,128,0,0,1,3,0,6
baixa,2012,idoso,4,1,ES,128,160,0,0,1,3,0,7
baixa,2012,idoso,4,1,GO,303,379,0,0,1,3,0,8
baixa,2012,idoso,4,1,MA,658,826,0,0,1,3,0,9
baixa,2012,idoso,4,1,MG,650,878,0,0,1,3,0,10
baixa,2012,idoso,4,1,MS,174,220,0,0,1,3,0,11
baixa,2012,idoso,4,1,MT,226,288,0,0,1,3,0,12
baixa,2012,idoso,4,1,PA,409,526,0,0,1,3,0,13
baixa,2012,idoso,4,1,PB,249,355,0,0,1,3,0,14
baixa,2012,idoso,4,1,PE,856,1121,0,0,1,3,0,15
baixa,2012,idoso,4,1,PI,458,568,0,0,1,3,0,16
baixa,2012,idoso,4,1,PR,241,304,0,0,1,3,0,17
baixa,2012,idoso,4,1,RJ,407,536,0,0,1,3,0,18
baixa,2012,idoso,4,1,RN,212,271,0,0,1,3,0,19
baixa,2012,idoso,4,1,RS,69,78,0,0,1,3,0,22
baixa,2012,idoso,4,1,SE,182,239,0,0,1,3,0,24
baixa,2012,idoso,4,1,SP,674,894,0,0,1,3,0,25
baixa,2012,idoso,4,2,AL,282,355,0,0,1,3,1,1
baixa,2012,idoso,4,2,AM,172,225,0,0,1,3,1,2
baixa,2012,idoso,4,2,BA,770,989,0,0,1,3,1,4
baixa,2012,idoso,4,2,CE,615,804,0,0,1,3,1,5
baixa,2012,idoso,4,2,DF,88,130,0,0,1,3,1,6
baixa,2012,idoso,4,2,ES,159,190,0,0,1,3,1,7
baixa,2012,idoso,4,2,GO,301,378,0,0,1,3,1,8
baixa,2012,idoso,4,2,MA,582,717,0,0,1,3,1,9
baixa,2012,idoso,4,2,MG,678,930,0,0,1,3,1,10
baixa,2012,idoso,4,2,MS,155,196,0,0,1,3,1,11
baixa,2012,idoso,4,2,MT,213,258,0,0,1,3,1,12
baixa,2012,idoso,4,2,PA,318,411,0,0,1,3,1,13
baixa,2012,idoso,4,2,PB,218,278,0,0,1,3,1,14
baixa,2012,idoso,4,2,PE,930,1182,0,0,1,3,1,15
baixa,2012,idoso,4,2,PI,424,506,0,0,1,3,1,16
baixa,2012,idoso,4,2,PR,284,352,0,0,1,3,1,17
baixa,2012,idoso,4,2,RJ,595,760,0,0,1,3,1,18
baixa,2012,idoso,4,2,RN,177,222,0,0,1,3,1,19
baixa,2012,idoso,4,2,SE,172,223,0,0,1,3,1,24
baixa,2012,idoso,4,2,SP,818,1094,0,0,1,3,1,25
baixa,2012,jovem,1,1,GO,12,23,0,0,2,0,0,8
baixa,2012,jovem,1,1,MG,29,50,0,0,2,0,0,10
baixa,2012,jovem,1,1,PE,15,26,0,0,2,0,0,15
baixa,2012,jovem,1,1,PR,14,40,0,0,2,0,0,17
baixa,2012,jovem,1,1,RJ,10,21,0,0,2,0,0,18
baixa,2012,jovem,1,1,RS,33,49,0,0,2,0,0,22
baixa,2012,jovem,1,1,SC,16,20,0,0,2,0,0,23
baixa,2012,jovem,1,1,SP,164,231,0,0,2,0,0,25
baixa,2012,jovem,1,2,MG,10,21,0,0,2,0,1,10
baixa,2012,jovem,1,2,PR,10,26,0,0,2,0,1,17
baixa,2012,jovem,1,2,RJ,11,22,0,0,2,0,1,18
baixa,2012,jovem,1,2,RS,11,27,0,0,2,0,1,22
baixa,2012,jovem,1,2,SP,30,70,0,0,2,0,1,25
baixa,2012,jovem,2,1,BA,23,24,0,0,2,1,0,4
baixa,2012,jovem,4,1,AL,316,321,0,0,2,3,0,1
baixa,2012,jovem,4,1,BA,89,102,0,0,2,3,0,4
baixa,2012,jovem,4,1,CE,68,74,0,0,2,3,0,5
baixa,2012,jovem,4,1,ES,29,30,0,0,2,3,0,7
baixa,2012,jovem,4,1,GO,34,41,0,0,2,3,0,8
baixa,2012,jovem,4,1,MA,48,65,0,0,2,3,0,9
baixa,2012,jovem,4,1,MG,55,71,0,0,2,3,0,10
baixa,2012,jovem,4,1,PA,50,59,0,0,2,3,0,13
baixa,2012,jovem,4,1,PB,44,46,0,0,2,3,0,14
baixa,2012,jovem,4,1,PE,42,60,0,0,2,3,0,15
baixa,2012,jovem,4,1,PI,19,24,0,0,2,3,0,16
baixa,2012,jovem,4,1,RJ,15,29,0,0,2,3,0,18
baixa,2012,jovem,4,1,SP,60,78,0,0,2,3,0,25
baixa,2012,jovem,4,2,BA,13,20,0,0,2,3,1,4
baixa,2012,jovem,4,2,PA,16,20,0,0,2,3,1,13
baixa,2012,jovem,4,2,PE,18,28,0,0,2,3,1,15
baixa,2012,jovem,4,2,SP,13,27,0,0,2,3,1,25
baixa,2012,meia-idade,1,1,AL,21,32,0,0,3,0,0,1
baixa,2012,meia-idade,1,1,BA,54,75,0,0,3,0,0,4
baixa,2012,meia-idade,1,1,CE,52,71,0,0,3,0,0,5
baixa,2012,meia-idade,1,1,DF,14,20,0,0,3,0,0,6
baixa,2012,meia-idade,1,1,ES,48,65,0,0,3,0,0,7
baixa,2012,meia-idade,1,1,GO,64,92,0,0,3,0,0,8
baixa,2012,meia-idade,1,1,MA,37,54,0,0,3,0,0,9
baixa,2012,meia-idade,1,1,MG,198,272,0,0,3,0,0,10
baixa,2012,meia-idade,1,1,MS,34,41,0,0,3,0,0,11
baixa,2012,meia-idade,1,1,MT,28,37,0,0,3,0,0,12
baixa,2012,meia-idade,1,1,PA,21,36,0,0,3,0,0,13
baixa,2012,meia-idade,1,1,PE,97,124,0,0,3,0,0,15
baixa,2012,meia-idade,1,1,PI,26,32,0,0,3,0,0,16
baixa,2012,meia-idade,1,1,PR,199,257,0,0,3,0,0,17
baixa,2012,meia-idade,1,1,RJ,223,319,0,0,3,0,0,18
baixa,2012,meia-idade,1,1,RN,37,50,0,0,3,0,0,19
baixa,2012,meia-idade,1,1,RS,258,354,0,0,3,0,0,22
baixa,2012,meia-idade,1,1,SC,110,141,0,0,3,0,0,23
baixa,2012,meia-idade,1,1,SP,1051,1440,0,0,3,0,0,25
baixa,2012,meia-idade,1,2,AL,30,39,0,0,3,0,1,1
baixa,2012,meia-idade,1,2,BA,52,80,0,0,3,0,1,4
baixa,2012,meia-idade,1,2,CE,31,43,0,0,3,0,1,5
baixa,2012,meia-idade,1,2,ES,33,43,0,0,3,0,1,7
baixa,2012,meia-idade,1,2,GO,50,72,0,0,3,0,1,8
baixa,2012,meia-idade,1,2,MA,48,59,0,0,3,0,1,9
baixa,2012,meia-idade,1,2,MG,157,239,0,0,3,0,1,10
baixa,2012,meia-idade,1,2,MS,34,44,0,0,3,0,1,11
baixa,2012,meia-idade,1,2,MT,22,33,0,0,3,0,1,12
baixa,2012,meia-idade,1,2,PA,21,26,0,0,3,0,1,13
baixa,2012,meia-idade,1,2,PE,103,142,0,0,3,0,1,15
baixa,2012,meia-idade,1,2,PR,205,281,0,0,3,0,1,17
baixa,2012,meia-idade,1,2,RJ,197,248,0,0,3,0,1,18
baixa,2012,meia-idade,1,2,RN,40,50,0,0,3,0,1,19
baixa,2012,meia-idade,1,2,RS,191,264,0,0,3,0,1,22
baixa,2012,meia-idade,1,2,SC,58,83,0,0,3,0,1,23
baixa,2012,meia-idade,1,2,SE,15,23,0,0,3,0,1,24
baixa,2012,meia-idade,1,2,SP,734,1025,0,0,3,0,1,25
baixa,2012,meia-idade,2,1,BA,105,136,0,0,3,1,0,4
baixa,2012,meia-idade,2,1,ES,28,33,0,0,3,1,0,7
baixa,2012,meia-idade,2,1,GO,33,43,0,0,3,1,0,8
baixa,2012,meia-idade,2,1,MA,58,82,0,0,3,1,0,9
baixa,2012,meia-idade,2,1,MG,105,127,0,0,3,1,0,10
baixa,2012,meia-idade,2,1,PA,30,37,0,0,3,1,0,13
baixa,2012,meia-idade,2,1,PE,47,64,0,0,3,1,0,15
baixa,2012,meia-idade,2,1,PR,34,41,0,0,3,1,0,17
baixa,2012,meia-idade,2,1,RJ,129,172,0,0,3,1,0,18
baixa,2012,meia-idade,2,1,RS,36,44,0,0,3,1,0,22
baixa,2012,meia-idade,2,1,SE,25,35,0,0,3,1,0,24
baixa,2012,meia-idade,2,1,SP,147,187,0,0,3,1,0,25
baixa,2012,meia-idade,2,2,BA,74,95,0,0,3,1,1,4
baixa,2012,meia-idade,2,2,MA,57,66,0,0,3,1,1,9
baixa,2012,meia-idade,2,2,MG,84,110,0,0,3,1,1,10
baixa,2012,meia-idade,2,2,PA,20,26,0,0,3,1,1,13
baixa,2012,meia-idade,2,2,PE,48,65,0,0,3,1,1,15
baixa,2012,meia-idade,2,2,RJ,152,199,0,0,3,1,1,18
baixa,2012,meia-idade,2,2,RS,28,36,0,0,3,1,1,22
baixa,2012,meia-idade,2,2,SP,96,126,0,0,3,1,1,25
baixa,2012,meia-idade,4,1,AL,237,271,0,0,3,3,0,1
baixa,2012,meia-idade,4,1,AM,88,109,0,0,3,3,0,2
baixa,2012,meia-idade,4,1,BA,358,454,0,0,3,3,0,4
baixa,2012,meia-idade,4,1,CE,350,444,0,0,3,3,0,5
baixa,2012,meia-idade,4,1,DF,42,53,0,0,3,3,0,6
baixa,2012,meia-idade,4,1,ES,72,86,0,0,3,3,0,7
baixa,2012,meia-idade,4,1,GO,105,133,0,0,3,3,0,8
baixa,2012,meia-idade,4,1,MA,278,349,0,0,3,3,0,9
baixa,2012,meia-idade,4,1,MG,289,366,0,0,3,3,0,10
baixa,2012,meia-idade,4,1,MS,89,99,0,0,3,3,0,11
baixa,2012,meia-idade,4,1,MT,83,115,0,0,3,3,0,12
baixa,2012,meia-idade,4,1,PA,182,240,0,0,3,3,0,13
baixa,2012,meia-idade,4,1,PB,140,187,0,0,3,3,0,14
baixa,2012,meia-idade,4,1,PE,415,526,0,0,3,3,0,15
baixa,2012,meia-idade,4,1,PI,181,222,0,0,3,3,0,16
baixa,2012,meia-idade,4,1,PR,85,105,0,0,3,3,0,17
baixa,2012,meia-idade,4,1,RJ,211,270,0,0,3,3,0,18
baixa,2012,meia-idade,4,1,RN,124,149,0,0,3,3,0,19
baixa,2012,meia-idade,4,1,RS,22,26,0,0,3,3,0,22
baixa,2012,meia-idade,4,1,SE,69,109,0,0,3,3,0,24
baixa,2012,meia-idade,4,1,SP,344,451,0,0,3,3,0,25
baixa,2012,meia-idade,4,1,TO,65,79,0,0,3,3,0,26
baixa,2012,meia-idade,4,2,AL,95,130,0,0,3,3,1,1
baixa,2012,meia-idade,4,2,AM,55,68,0,0,3,3,1,2
baixa,2012,meia-idade,4,2,BA,252,333,0,0,3,3,1,4
baixa,2012,meia-idade,4,2,CE,185,239,0,0,3,3,1,5
baixa,2012,meia-idade,4,2,DF,32,45,0,0,3,3,1,6
baixa,2012,meia-idade,4,2,ES,54,71,0,0,3,3,1,7
baixa,2012,meia-idade,4,2,GO,108,134,0,0,3,3,1,8
baixa,2012,meia-idade,4,2,MA,217,277,0,0,3,3,1,9
baixa,2012,meia-idade,4,2,MG,217,289,0,0,3,3,1,10
baixa,2012,meia-idade,4,2,MS,58,73,0,0,3,3,1,11
baixa,2012,meia-idade,4,2,MT,84,101,0,0,3,3,1,12
baixa,2012,meia-idade,4,2,PA,108,136,0,0,3,3,1,13
baixa,2012,meia-idade,4,2,PB,56,88,0,0,3,3,1,14
baixa,2012,meia-idade,4,2,PE,299,402,0,0,3,3,1,15
baixa,2012,meia-idade,4,2,PI,107,143,0,0,3,3,1,16
baixa,2012,meia-idade,4,2,PR,88,112,0,0,3,3,1,17
baixa,2012,meia-idade,4,2,RJ,179,243,0,0,3,3,1,18
baixa,2012,meia-idade,4,2,RN,70,89,0,0,3,3,1,19
baixa,2012,meia-idade,4,2,RS,20,26,0,0,3,3,1,22
baixa,2012,meia-idade,4,2,SE,60,81,0,0,3,3,1,24
baixa,2012,meia-idade,4,2,SP,275,361,0,0,3,3,1,25
baixa,2012,meia-idade,4,2,TO,23,34,0,0,3,3,1,26
baixa,2019,adulto,1,1,BA,19,27,0,1,0,0,0,4
baixa,2019,adulto,1,1,CE,24,32,0,1,0,0,0,5
baixa,2019,adulto,1,1,GO,15,23,0,1,0,0,0,8
baixa,2019,adulto,1,1,MG,60,90,0,1,0,0,0,10
baixa,2019,adulto,1,1,PA,14,22,0,1,0,0,0,13
baixa,2019,adulto,1,1,PE,47,60,0,1,0,0,0,15
baixa,2019,adulto,1,1,PR,64,99,0,1,0,0,0,17
baixa,2019,adulto,1,1,RJ,38,58,0,1,0,0,0,18
baixa,2019,adulto,1,1,RS,37,60,0,1,0,0,0,22
baixa,2019,adulto,1,1,SC,19,31,0,1,0,0,0,23
baixa,2019,adulto,1,1,SP,115,202,0,1,0,0,0,25
baixa,2019,adulto,1,2,MG,30,53,0,1,0,0,1,10
baixa,2019,adulto,1,2,PE,26,37,0,1,0,0,1,15
baixa,2019,adulto,1,2,PR,33,54,0,1,0,0,1,17
baixa,2019,adulto,1,2,RJ,20,37,0,1,0,0,1,18
baixa,2019,adulto,1,2,RS,28,40,0,1,0,0,1,22
baixa,2019,adulto,1,2,SP,61,117,0,1,0,0,1,25
baixa,2019,adulto,2,1,BA,56,76,0,1,0,1,0,4
baixa,2019,adulto,2,1,MA,36,41,0,1,0,1,0,9
baixa,2019,adulto,2,1,MG,33,49,0,1,0,1,0,10
baixa,2019,adulto,2,1,RJ,23,34,0,1,0,1,0,18
baixa,2019,adulto,2,1,SP,25,34,0,1,0,1,0,25
baixa,2019,adulto,2,2,BA,21,28,0,1,0,1,1,4
baixa,2019,adulto,2,2,RJ,16,22,0,1,0,1,1,18
baixa,2019,adulto,4,1,AC,25,29,0,1,0,3,0,0
baixa,2019,adulto,4,1,AL,67,77,0,1,0,3,0,1
baixa,2019,adulto,4,1,AM,60,70,0,1,0,3,0,2
baixa,2019,adulto,4,1,BA,189,233,0,1,0,3,0,4
baixa,2019,adulto,4,1,CE,223,276,0,1,0,3,0,5
baixa,2019,adulto,4,1,ES,18,21,0,1,0,3,0,7
baixa,2019,adulto,4,1,GO,44,59,0,1,0,3,0,8
baixa,2019,adulto,4,1,MA,160,211,0,1,0,3,0,9
baixa,2019,adulto,4,1,MG,110,150,0,1,0,3,0,10
baixa,2019,adulto,4,1,MS,17,23,0,1,0,3,0,11
baixa,2019,adulto,4,1,MT,29,41,0,1,0,3,0,12
baixa,2019,adulto,4,1,PA,117,133,0,1,0,3,0,13
baixa,2019,adulto,4,1,PB,44,53,0,1,0,3,0,14
baixa,2019,adulto,4,1,PE,249,302,0,1,0,3,0,15
baixa,2019,adulto,4,1,PI,87,104,0,1,0,3,0,16
baixa,2019,adulto,4,1,PR,27,33,0,1,0,3,0,17
baixa,2019,adulto,4,1,RJ,50,62,0,1,0,3,0,18
baixa,2019,adulto,4,1,RN,45,54,0,1,0,3,0,19
baixa,2019,adulto,4,1,SE,60,67,0,1,0,3,0,24
baixa,2019,adulto,4,1,SP,75,105,0,1,0,3,0,25
baixa,2019,adulto,4,1,TO,20,23,0,1,0,3,0,26
baixa,2019,adulto,4,2,AL,21,29,0,1,0,3,1,1
baixa,2019,adulto,4,2,AM,22,27,0,1,0,3,1,2
baixa,2019,adulto,4,2,BA,50,74,0,1,0,3,1,4
baixa,2019,adulto,4,2,CE,58,84,0,1,0,3,1,5
baixa,2019,adulto,4,2,GO,12,22,0,1,0,3,1,8
baixa,2019,adulto,4,2,MA,57,75,0,1,0,3,1,9
baixa,2019,adulto,4,2,MG,42,61,0,1,0,3,1,10
baixa,2019,adulto,4,2,PA,40,53,0,1,0,3,1,13
baixa,2019,adulto,4,2,PE,56,81,0,1,0,3,1,15
baixa,2019,adulto,4,2,PI,24,35,0,1,0,3,1,16
baixa,2019,adulto,4,2,RJ,26,35,0,1,0,3,1,18
baixa,2019,adulto,4,2,SP,27,52,0,1,0,3,1,25
baixa,2019,idoso,1,1,AL,75,97,0,1,1,0,0,1
baixa,2019,idoso,1,1,AM,34,46,0,1,1,0,0,2
baixa,2019,idoso,1,1,BA,192,259,0,1,1,0,0,4
baixa,2019,idoso,1,1,CE,236,313,0,1,1,0,0,5
baixa,2019,idoso,1,1,DF,38,51,0,1,1,0,0,6
baixa,2019,idoso,1,1,ES,63,91,0,1,1,0,0,7
baixa,2019,idoso,1,1,GO,223,281,0,1,1,0,0,8
baixa,2019,idoso,1,1,MA,132,185,0,1,1,0,0,9
baixa,2019,idoso,1,1,MG,490,674,0,1,1,0,0,10
baixa,2019,idoso,1,1,MS,82,112,0,1,1,0,0,11
baixa,2019,idoso,1,1,MT,75,99,0,1,1,0,0,12
baixa,2019,idoso,1,1,PA,95,111,0,1,1,0,0,13
baixa,2019,idoso,1,1,PB,71,97,0,1,1,0,0,14
baixa,2019,idoso,1,1,PE,295,402,0,1,1,0,0,15
baixa,2019,idoso,1,1,PI,85,102,0,1,1,0,0,16
baixa,2019,idoso,1,1,PR,577,746,0,1,1,0,0,17
baixa,2019,idoso,1,1,RJ,293,398,0,1,1,0,0,18
baixa,2019,idoso,1,1,RN,138,178,0,1,1,0,0,19
baixa,2019,idoso,1,1,RO,45,59,0,1,1,0,0,20
baixa,2019,idoso,1,1,RS,440,591,0,1,1,0,0,22
baixa,2019,idoso,1,1,SC,219,292,0,1,1,0,0,23
baixa,2019,idoso,1,1,SE,49,67,0,1,1,0,0,24
baixa,2019,idoso,1,1,SP,971,1308,0,1,1,0,0,25
baixa,2019,idoso,1,1,TO,29,34,0,1,1,0,0,26
baixa,2019,idoso,1,2,AL,81,105,0,1,1,0,1,1
baixa,2019,idoso,1,2,AM,24,31,0,1,1,0,1,2
baixa,2019,idoso,1,2,BA,192,266,0,1,1,0,1,4
baixa,2019,idoso,1,2,CE,208,283,0,1,1,0,1,5
baixa,2019,idoso,1,2,DF,52,67,0,1,1,0,1,6
baixa,2019,idoso,1,2,ES,63,89,0,1,1,0,1,7
baixa,2019,idoso,1,2,GO,209,281,0,1,1,0,1,8
baixa,2019,idoso,1,2,MA,138,173,0,1,1,0,1,9
baixa,2019,idoso,1,2,MG,575,755,0,1,1,0,1,10
baixa,2019,idoso,1,2,MS,121,157,0,1,1,0,1,11
baixa,2019,idoso,1,2,MT,78,97,0,1,1,0,1,12
baixa,2019,idoso,1,2,PA,90,107,0,1,1,0,1,13
baixa,2019,idoso,1,2,PB,69,87,0,1,1,0,1,14
baixa,2019,idoso,1,2,PE,386,504,0,1,1,0,1,15
baixa,2019,idoso,1,2,PI,76,101,0,1,1,0,1,16
baixa,2019,idoso,1,2,PR,755,1005,0,1,1,0,1,17
baixa,2019,idoso,1,2,RJ,459,583,0,1,1,0,1,18
baixa,2019,idoso,1,2,RN,130,157,0,1,1,0,1,19
