posterior_sample,level,risk
126,baixa,0.6908575892448425
126,media,0.6680072546005249
126,alta,0.636565089225769
127,baixa,0.690369725227356
127,media,0.6663903594017029
127,alta,0.6355709433555603
128,baixa,0.6910337805747986
128,media,0.6676074862480164
128,alta,0.636601448059082
129,baixa,0.6909174919128418
129,media,0.6684646606445312
129,alta,0.637466549873352
130,baixa,0.6900879144668579
130,media,0.6658442616462708
130,alta,0.6351453065872192
131,baixa,0.6912611126899719
131,media,0.6673324108123779
131,alta,0.6369848251342773
132,baixa,0.6913345456123352
132,media,0.6674808263778687
132,alta,0.6381722092628479
133,baixa,0.6903987526893616
133,media,0.6667166352272034
133,alta,0.6356770396232605
134,baixa,0.6918467283248901
134,media,0.6687914729118347
134,alta,0.6371430158615112
135,baixa,0.689578115940094
135,media,0.6661226749420166
135,alta,0.6352128386497498
136,baixa,0.6924985647201538
136,media,0.6691451668739319
136,alta,0.6391842365264893
137,baixa,0.6887657642364502
137,media,0.6648555994033813
137,alta,0.633873462677002
138,baixa,0.6887333393096924
138,media,0.6659948825836182
138,alta,0.6347755193710327
139,baixa,0.689339280128479
139,media,0.6657292246818542
139,alta,0.6348795294761658
140,baixa,0.6910414695739746
140,media,0.6674523949623108
140,alta,0.6374157667160034
141,baixa,0.6898916363716125
141,media,0.6663299202919006
141,alta,0.6359967589378357
142,baixa,0.6902674436569214
142,media,0.6672675013542175
142,alta,0.6355167031288147
143,baixa,0.6919853091239929
143,media,0.6683821678161621
143,alta,0.6380226612091064
144,baixa,0.6914718151092529
144,media,0.6681152582168579
144,alta,0.6371217966079712
145,baixa,0.691779613494873
145,media,0.6688655018806458
145,alta,0.637669026851654
146,baixa,0.6902083158493042
146,media,0.6665462851524353
146,alta,0.6361401677131653
147,baixa,0.6891123652458191
147,media,0.6657841801643372
147,alta,0.63467937707901
148,baixa,0.6907753944396973
148,media,0.667261004447937
148,alta,0.6365801095962524
149,baixa,0.6896940469741821
149,media,0.6655559539794922
149,alta,0.6357470154762268
150,baixa,0.6904242038726807
150,media,0.6668368577957153
150,alta,0.636031985282898
151,baixa,0.69139564037323
151,media,0.6675828099250793
151,alta,0.6375025510787964
152,baixa,0.6906470060348511
152,media,0.6667150259017944
152,alta,0.6359846591949463
153,baixa,0.6917552351951599
153,media,0.6690239310264587
153,alta,0.6373763084411621
154,baixa,0.689790666103363
154,media,0.6661630272865295
154,alta,0.6367448568344116
155,baixa,0.690762460231781
155,media,0.6672224402427673
155,alta,0.6357829570770264
156,baixa,0.6907194256782532
156,media,0.6668269634246826
156,alta,0.6363464593887329
157,baixa,0.6910107135772705
157,media,0.667588472366333
157,alta,0.6375097632408142
158,baixa,0.6908319592475891
158,media,0.6671075224876404
158,alta,0.6357980966567993
159,baixa,0.6904054880142212
159,media,0.6670577526092529
159,alta,0.6354597210884094
160,baixa,0.6884145736694336
160,media,0.6646955609321594
160,alta,0.6331196427345276
161,baixa,0.690007209777832
161,media,0.6667015552520752
161,alta,0.6364234685897827
162,baixa,0.6902050971984863
162,media,0.6659520268440247
162,alta,0.6367132067680359
163,baixa,0.6891531348228455
163,media,0.6657640337944031
163,alta,0.6347271800041199
164,baixa,0.687986433506012
164,media,0.6638954877853394
164,alta,0.6340287923812866
165,baixa,0.6895551681518555
165,media,0.6664302945137024
165,alta,0.6345139741897583
166,baixa,0.690026581287384
166,media,0.6669387817382812
166,alta,0.6351873278617859
167,baixa,0.689619243144989
167,media,0.6662789583206177
167,alta,0.6355850100517273
168,baixa,0.6889591217041016
168,media,0.6649158000946045
168,alta,0.633873462677002
169,baixa,0.6888462901115417
169,media,0.6649956107139587
169,alta,0.6346690058708191
170,baixa,0.6911180019378662
170,media,0.6677371859550476
