level,mean,median,ci95_low,ci95_high
alta,0.635894548714161,0.6358707547187805,0.6335817247629165,0.6381697684526444
baixa,0.6902569848299026,0.6902527809143066,0.6883590400218964,0.6921034038066864
media,0.6666935909390449,0.666686475276947,0.6646707400679588,0.6688467428088188
