dataset_path,dag_path,estimator,model_type,outcome_filter,treatment,treatment_levels,adjustment_set,n_rows,outcome_mean,min_cell_count,propensity_clip,support_definition,evaluation_population,treatment_encoding,crossfit_folds
/scratch/victoria.estanislau/inf-causal/data/processed/sim_selected/dataset.csv,/scratch/victoria.estanislau/inf-causal/causal/dag_final.json,AIPW,xgb_3class,"mantem morte_evitavel em {0, 1}; exclui 2 (mal definida)",escolaridade_grupo,baixa|media|alta,ano|idade_grupo|raca_cor|sexo|sigla_uf,2818686,0.6673712502918027,20,0.01,global_three_level_common_support_keys_from_full_analysis_base,all_observed_treatment_levels_with_global_common_support,multiclass_three_level_treatment,2
