bootstrap_iteration,bootstrap_sample_size,bootstrap_evaluation_sample_size,contrast,treated_level,reference_level,n_used,n_removed_no_common_support,risk_treated,risk_reference,risk_difference,risk_ratio,model_type,support_type,crossfit_folds
97,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388154683082302,0.6777115206764877,-0.03889605236825744,0.9426067711975272,xgb_3class,global_three_level_common_support_min_cell_20,1
97,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388154683082302,0.6656437199202364,-0.026828251612006193,0.9596957789743423,xgb_3class,global_three_level_common_support_min_cell_20,1
98,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656868930267096,0.6779778600633862,-0.012290967036676648,0.9818711380405143,xgb_3class,global_three_level_common_support_min_cell_20,1
98,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6389556971568848,0.6779778600633862,-0.0390221629065014,0.9424433079527802,xgb_3class,global_three_level_common_support_min_cell_20,1
98,100000,100000,alta_vs_media,alta,media,93339,6661,0.6389556971568848,0.6656868930267096,-0.026731195869824753,0.9598441907902305,xgb_3class,global_three_level_common_support_min_cell_20,1
99,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656916656493961,0.6782531664834401,-0.01256150083404406,0.981479628176051,xgb_3class,global_three_level_common_support_min_cell_20,1
99,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6391539373871997,0.6782531664834401,-0.03909922909624042,0.9423530459887723,xgb_3class,global_three_level_common_support_min_cell_20,1
99,100000,100000,alta_vs_media,alta,media,93339,6661,0.6391539373871997,0.6656916656493961,-0.02653772826219636,0.9601351051371384,xgb_3class,global_three_level_common_support_min_cell_20,1
100,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657679392298205,0.6784460006517192,-0.012678061421898756,0.9813130869520638,xgb_3class,global_three_level_common_support_min_cell_20,1
100,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6383018837660333,0.6784460006517192,-0.040144116885685976,0.9408293116222614,xgb_3class,global_three_level_common_support_min_cell_20,1
100,100000,100000,alta_vs_media,alta,media,93339,6661,0.6383018837660333,0.6657679392298205,-0.02746605546378722,0.9587453017104417,xgb_3class,global_three_level_common_support_min_cell_20,1
101,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656930988624087,0.6771434684465769,-0.01145036958416823,0.9830901867658322,xgb_3class,global_three_level_common_support_min_cell_20,1
101,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638458292001276,0.6771434684465769,-0.038685176445300895,0.9428700441664927,xgb_3class,global_three_level_common_support_min_cell_20,1
101,100000,100000,alta_vs_media,alta,media,93339,6661,0.638458292001276,0.6656930988624087,-0.027234806861132665,0.9590880438633452,xgb_3class,global_three_level_common_support_min_cell_20,1
102,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657771532244804,0.6770744765606644,-0.01129732333618405,0.9833145041981628,xgb_3class,global_three_level_common_support_min_cell_20,1
102,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638835732526143,0.6770744765606644,-0.03823874403452143,0.943523577747661,xgb_3class,global_three_level_common_support_min_cell_20,1
102,100000,100000,alta_vs_media,alta,media,93339,6661,0.638835732526143,0.6657771532244804,-0.02694142069833738,0.9595338762108986,xgb_3class,global_three_level_common_support_min_cell_20,1
103,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6658155544526281,0.6759434179841396,-0.010127863531511516,0.9850166992353949,xgb_3class,global_three_level_common_support_min_cell_20,1
103,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6383762808346,0.6759434179841396,-0.03756713714953963,0.9444226600185326,xgb_3class,global_three_level_common_support_min_cell_20,1
103,100000,100000,alta_vs_media,alta,media,93339,6661,0.6383762808346,0.6658155544526281,-0.027439273618028115,0.9587884761259653,xgb_3class,global_three_level_common_support_min_cell_20,1
104,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657287508809927,0.6771729380128185,-0.011444187131825823,0.9831000524542385,xgb_3class,global_three_level_common_support_min_cell_20,1
104,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6389088840990345,0.6771729380128185,-0.03826405391378407,0.9434944136632646,xgb_3class,global_three_level_common_support_min_cell_20,1
104,100000,100000,alta_vs_media,alta,media,93339,6661,0.6389088840990345,0.6657287508809927,-0.026819866781958246,0.9597135218413413,xgb_3class,global_three_level_common_support_min_cell_20,1
105,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657257018772714,0.6768305092193085,-0.011104807342037115,0.9835929273418157,xgb_3class,global_three_level_common_support_min_cell_20,1
105,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6386047810529476,0.6768305092193085,-0.03822572816636094,0.9435224511222869,xgb_3class,global_three_level_common_support_min_cell_20,1
105,100000,100000,alta_vs_media,alta,media,93339,6661,0.6386047810529476,0.6657257018772714,-0.027120920824323824,0.9592611179832086,xgb_3class,global_three_level_common_support_min_cell_20,1
106,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657724372759998,0.6760672240010698,-0.010294786725070004,0.9847725398309596,xgb_3class,global_three_level_common_support_min_cell_20,1
106,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6389911759040706,0.6760672240010698,-0.03707604809699916,0.9451592285785171,xgb_3class,global_three_level_common_support_min_cell_20,1
106,100000,100000,alta_vs_media,alta,media,93339,6661,0.6389911759040706,0.6657724372759998,-0.026781261371929155,0.9597741512377647,xgb_3class,global_three_level_common_support_min_cell_20,1
107,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.66581501247925,0.6771265832758089,-0.011311570796558867,0.9832947471330462,xgb_3class,global_three_level_common_support_min_cell_20,1
107,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638395464669238,0.6771265832758089,-0.03873111860657086,0.9428007708408122,xgb_3class,global_three_level_common_support_min_cell_20,1
107,100000,100000,alta_vs_media,alta,media,93339,6661,0.638395464669238,0.66581501247925,-0.02741954781001199,0.9588180691391868,xgb_3class,global_three_level_common_support_min_cell_20,1
108,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.665656661373232,0.676089483595243,-0.010432822222011029,0.9845688736843939,xgb_3class,global_three_level_common_support_min_cell_20,1
108,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388772536209792,0.676089483595243,-0.037212229974263766,0.9449596083400378,xgb_3class,global_three_level_common_support_min_cell_20,1
108,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388772536209792,0.665656661373232,-0.026779407752252737,0.9597699395105466,xgb_3class,global_three_level_common_support_min_cell_20,1
109,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656414695642718,0.6778792243903857,-0.012237754826113889,0.9819469982471889,xgb_3class,global_three_level_common_support_min_cell_20,1
109,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388663765650044,0.6778792243903857,-0.03901284782538128,0.9424486745991288,xgb_3class,global_three_level_common_support_min_cell_20,1
109,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388663765650044,0.6656414695642718,-0.02677509299926739,0.9597755034451289,xgb_3class,global_three_level_common_support_min_cell_20,1
110,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.665660237053027,0.6764290534944678,-0.010768816441440787,0.9840799025621261,xgb_3class,global_three_level_common_support_min_cell_20,1
110,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387039756731343,0.6764290534944678,-0.0377250778213335,0.9442290693658947,xgb_3class,global_three_level_common_support_min_cell_20,1
110,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387039756731343,0.665660237053027,-0.02695626137989271,0.9595044740854104,xgb_3class,global_three_level_common_support_min_cell_20,1
111,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657628517148136,0.67544952085971,-0.009686669144896354,0.9856589295783833,xgb_3class,global_three_level_common_support_min_cell_20,1
111,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6386965487398795,0.67544952085971,-0.03675297211983053,0.9455873888650458,xgb_3class,global_three_level_common_support_min_cell_20,1
111,100000,100000,alta_vs_media,alta,media,93339,6661,0.6386965487398795,0.6657628517148136,-0.027066302974934175,0.9593454292242063,xgb_3class,global_three_level_common_support_min_cell_20,1
112,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656938969758547,0.6767427738381255,-0.011048876862270851,0.9836734468554315,xgb_3class,global_three_level_common_support_min_cell_20,1
112,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388756459263233,0.6767427738381255,-0.037867127911802245,0.9440450206848312,xgb_3class,global_three_level_common_support_min_cell_20,1
112,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388756459263233,0.6656938969758547,-0.026818251049531394,0.9597138396921429,xgb_3class,global_three_level_common_support_min_cell_20,1
113,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656348569511418,0.6776231376950662,-0.01198828074392444,0.9823083361871282,xgb_3class,global_three_level_common_support_min_cell_20,1
113,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387513132101618,0.6776231376950662,-0.03887182448490445,0.9426350395632491,xgb_3class,global_three_level_common_support_min_cell_20,1
113,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387513132101618,0.6656348569511418,-0.02688354374098001,0.9596121755640671,xgb_3class,global_three_level_common_support_min_cell_20,1
114,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656571543159621,0.6768351337766515,-0.011177979460689436,0.9834849302247096,xgb_3class,global_three_level_common_support_min_cell_20,1
114,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6393224470192375,0.6768351337766515,-0.03751268675741404,0.9445763305044492,xgb_3class,global_three_level_common_support_min_cell_20,1
114,100000,100000,alta_vs_media,alta,media,93339,6661,0.6393224470192375,0.6656571543159621,-0.026334707296724602,0.9604380316113533,xgb_3class,global_three_level_common_support_min_cell_20,1
115,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6658563844170053,0.6763872147307628,-0.010530830313757455,0.9844307667495619,xgb_3class,global_three_level_common_support_min_cell_20,1
115,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.63917773817142,0.6763872147307628,-0.03720947655934281,0.9449879067064357,xgb_3class,global_three_level_common_support_min_cell_20,1
115,100000,100000,alta_vs_media,alta,media,93339,6661,0.63917773817142,0.6658563844170053,-0.026678646245585358,0.9599333326676082,xgb_3class,global_three_level_common_support_min_cell_20,1
116,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657850754377789,0.6774393179539351,-0.01165424251615621,0.9827966251628922,xgb_3class,global_three_level_common_support_min_cell_20,1
116,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387478434124115,0.6774393179539351,-0.03869147454152355,0.9428856968940287,xgb_3class,global_three_level_common_support_min_cell_20,1
116,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387478434124115,0.6657850754377789,-0.02703723202536734,0.9593904504278812,xgb_3class,global_three_level_common_support_min_cell_20,1
117,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6658189182065601,0.6757326121262696,-0.009913693919709421,0.9853289692671264,xgb_3class,global_three_level_common_support_min_cell_20,1
117,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387900905177483,0.6757326121262696,-0.036942521608521295,0.9453296748661021,xgb_3class,global_three_level_common_support_min_cell_20,1
117,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387900905177483,0.6658189182065601,-0.027028827688811874,0.9594051371180375,xgb_3class,global_three_level_common_support_min_cell_20,1
118,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657058531924008,0.6760969215183409,-0.010391068325940056,0.9846308007103414,xgb_3class,global_three_level_common_support_min_cell_20,1
118,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387960253461658,0.6760969215183409,-0.037300896172175135,0.9448290696422535,xgb_3class,global_three_level_common_support_min_cell_20,1
118,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387960253461658,0.6657058531924008,-0.02690982784623508,0.9595769997857332,xgb_3class,global_three_level_common_support_min_cell_20,1
119,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656812029777027,0.6774231995015856,-0.011741996523882858,0.982666674934484,xgb_3class,global_three_level_common_support_min_cell_20,1
119,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6390730746871743,0.6774231995015856,-0.038350124814411246,0.9433882322857744,xgb_3class,global_three_level_common_support_min_cell_20,1
119,100000,100000,alta_vs_media,alta,media,93339,6661,0.6390730746871743,0.6656812029777027,-0.026608128290528388,0.9600287221998972,xgb_3class,global_three_level_common_support_min_cell_20,1
120,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657328197939425,0.6758092137903104,-0.01007639399636795,0.985089883667235,xgb_3class,global_three_level_common_support_min_cell_20,1
120,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387354295379817,0.6758092137903104,-0.03707378425232877,0.9451416413156036,xgb_3class,global_three_level_common_support_min_cell_20,1
120,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387354295379817,0.6657328197939425,-0.026997390255960818,0.9594471093308619,xgb_3class,global_three_level_common_support_min_cell_20,1
121,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.66559126917557,0.6779052797448378,-0.012314010569267841,0.9818352048033867,xgb_3class,global_three_level_common_support_min_cell_20,1
121,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6386570009134352,0.6779052797448378,-0.03924827883140258,0.9421035946995787,xgb_3class,global_three_level_common_support_min_cell_20,1
121,100000,100000,alta_vs_media,alta,media,93339,6661,0.6386570009134352,0.66559126917557,-0.026934268262134742,0.9595333209591276,xgb_3class,global_three_level_common_support_min_cell_20,1
122,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6658066006680325,0.6767603672709772,-0.01095376660294467,0.9838144088621568,xgb_3class,global_three_level_common_support_min_cell_20,1
122,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387513916784855,0.6767603672709772,-0.03800897559249172,0.9438368772306184,xgb_3class,global_three_level_common_support_min_cell_20,1
122,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387513916784855,0.6658066006680325,-0.027055208989547053,0.9593647630371922,xgb_3class,global_three_level_common_support_min_cell_20,1
123,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657575675829133,0.6781684730758625,-0.012410905492949209,0.9816993770933364,xgb_3class,global_three_level_common_support_min_cell_20,1
123,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6383508464633563,0.6781684730758625,-0.03981762661250621,0.9412865265884277,xgb_3class,global_three_level_common_support_min_cell_20,1
123,100000,100000,alta_vs_media,alta,media,93339,6661,0.6383508464633563,0.6657575675829133,-0.027406721119556998,0.9588337820641539,xgb_3class,global_three_level_common_support_min_cell_20,1
124,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.66571078420115,0.6781511843748187,-0.012440400173668653,0.981655417758892,xgb_3class,global_three_level_common_support_min_cell_20,1
124,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6386041130197996,0.6781511843748187,-0.039547071355019114,0.9416839898444221,xgb_3class,global_three_level_common_support_min_cell_20,1
124,100000,100000,alta_vs_media,alta,media,93339,6661,0.6386041130197996,0.66571078420115,-0.02710667118135046,0.9592816102357747,xgb_3class,global_three_level_common_support_min_cell_20,1
125,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6658159278245094,0.6768948744164445,-0.01107894659193509,0.983632692445062,xgb_3class,global_three_level_common_support_min_cell_20,1
125,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387478568127811,0.6768948744164445,-0.03814701760366335,0.9436441033232078,xgb_3class,global_three_level_common_support_min_cell_20,1
125,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387478568127811,0.6658159278245094,-0.027068071011728256,0.9593460145956997,xgb_3class,global_three_level_common_support_min_cell_20,1
126,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657343911915006,0.6762720607504998,-0.010537669558999263,0.9844180025013823,xgb_3class,global_three_level_common_support_min_cell_20,1
126,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6389784792773822,0.6762720607504998,-0.037293581473117676,0.9448541738782898,xgb_3class,global_three_level_common_support_min_cell_20,1
126,100000,100000,alta_vs_media,alta,media,93339,6661,0.6389784792773822,0.6657343911915006,-0.026755911914118413,0.9598099298036384,xgb_3class,global_three_level_common_support_min_cell_20,1
127,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656593618329324,0.676544327409176,-0.010884965576243633,0.983910935122422,xgb_3class,global_three_level_common_support_min_cell_20,1
127,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6386802984185898,0.676544327409176,-0.037864028990586274,0.9440331882825972,xgb_3class,global_three_level_common_support_min_cell_20,1
127,100000,100000,alta_vs_media,alta,media,93339,6661,0.6386802984185898,0.6656593618329324,-0.02697906341434264,0.9594701660319864,xgb_3class,global_three_level_common_support_min_cell_20,1
128,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656305335252892,0.6761106179515673,-0.010480084426278125,0.984499452977044,xgb_3class,global_three_level_common_support_min_cell_20,1
128,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6385246181147873,0.6761106179515673,-0.037585999836780015,0.9444085052965808,xgb_3class,global_three_level_common_support_min_cell_20,1
128,100000,100000,alta_vs_media,alta,media,93339,6661,0.6385246181147873,0.6656305335252892,-0.02710591541050189,0.9592778365094755,xgb_3class,global_three_level_common_support_min_cell_20,1
129,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657527926630121,0.6764979328064012,-0.01074514014338912,0.9841165218364915,xgb_3class,global_three_level_common_support_min_cell_20,1
129,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6384461948414699,0.6764979328064012,-0.03805173796493133,0.9437518784320943,xgb_3class,global_three_level_common_support_min_cell_20,1
129,100000,100000,alta_vs_media,alta,media,93339,6661,0.6384461948414699,0.6657527926630121,-0.02730659782154221,0.9589838779161319,xgb_3class,global_three_level_common_support_min_cell_20,1
130,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656002981728923,0.6761013030174877,-0.010501004844595374,0.9844682966920362,xgb_3class,global_three_level_common_support_min_cell_20,1
130,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387725792587745,0.6761013030174877,-0.03732872375871321,0.9447882682785664,xgb_3class,global_three_level_common_support_min_cell_20,1
130,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387725792587745,0.6656002981728923,-0.026827718914117837,0.9596939499760422,xgb_3class,global_three_level_common_support_min_cell_20,1
131,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.665837071196224,0.6781442644614347,-0.01230719326521068,0.9818516591377725,xgb_3class,global_three_level_common_support_min_cell_20,1
131,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388299886150064,0.6781442644614347,-0.039314275846428326,0.9420266779404958,xgb_3class,global_three_level_common_support_min_cell_20,1
131,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388299886150064,0.665837071196224,-0.027007082581217645,0.9594389021736242,xgb_3class,global_three_level_common_support_min_cell_20,1
132,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656027154652987,0.6763231215977563,-0.010720406132457616,0.9841489876804277,xgb_3class,global_three_level_common_support_min_cell_20,1
132,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638844668095669,0.6763231215977563,-0.03747845350208734,0.9445849885871894,xgb_3class,global_three_level_common_support_min_cell_20,1
132,100000,100000,alta_vs_media,alta,media,93339,6661,0.638844668095669,0.6656027154652987,-0.026758047369629723,0.9597987707262821,xgb_3class,global_three_level_common_support_min_cell_20,1
133,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657799752085796,0.676914091153102,-0.011134115944522405,0.9835516558304234,xgb_3class,global_three_level_common_support_min_cell_20,1
133,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6389210264077175,0.676914091153102,-0.03799306474538444,0.9438731365738532,xgb_3class,global_three_level_common_support_min_cell_20,1
133,100000,100000,alta_vs_media,alta,media,93339,6661,0.6389210264077175,0.6657799752085796,-0.026858948800862037,0.959657920332543,xgb_3class,global_three_level_common_support_min_cell_20,1
134,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656561531161052,0.6768436247261981,-0.011187471610092925,0.9834711132654628,xgb_3class,global_three_level_common_support_min_cell_20,1
134,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6385705319242888,0.6768436247261981,-0.03827309280190927,0.9434535668155376,xgb_3class,global_three_level_common_support_min_cell_20,1
134,100000,100000,alta_vs_media,alta,media,93339,6661,0.6385705319242888,0.6656561531161052,-0.027085621191816345,0.9593098913530331,xgb_3class,global_three_level_common_support_min_cell_20,1
135,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657103262247148,0.6753662591617751,-0.009655932937060241,0.9857026719856502,xgb_3class,global_three_level_common_support_min_cell_20,1
135,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387410242987225,0.6753662591617751,-0.03662523486305258,0.9457698184263608,xgb_3class,global_three_level_common_support_min_cell_20,1
135,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387410242987225,0.6657103262247148,-0.02696930192599234,0.959487932117657,xgb_3class,global_three_level_common_support_min_cell_20,1
136,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656988366475964,0.677380780687713,-0.011681944040116576,0.9827542434430212,xgb_3class,global_three_level_common_support_min_cell_20,1
136,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387464784455736,0.677380780687713,-0.03863430224213937,0.942965163252911,xgb_3class,global_three_level_common_support_min_cell_20,1
136,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387464784455736,0.6656988366475964,-0.026952358202022797,0.9595126854393308,xgb_3class,global_three_level_common_support_min_cell_20,1
137,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657440553663577,0.6759622690470496,-0.010218213680691868,0.9848834555586997,xgb_3class,global_three_level_common_support_min_cell_20,1
137,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388842906595061,0.6759622690470496,-0.03707797838754345,0.945147857971696,xgb_3class,global_three_level_common_support_min_cell_20,1
137,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388842906595061,0.6657440553663577,-0.026859764706851585,0.9596545181435068,xgb_3class,global_three_level_common_support_min_cell_20,1
138,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.665527927683201,0.6769309816008222,-0.011403053917621198,0.9831547761477027,xgb_3class,global_three_level_common_support_min_cell_20,1
138,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6383884390022398,0.6769309816008222,-0.03854254259858236,0.9430628178556164,xgb_3class,global_three_level_common_support_min_cell_20,1
138,100000,100000,alta_vs_media,alta,media,93339,6661,0.6383884390022398,0.665527927683201,-0.027139488680961166,0.9592211122147231,xgb_3class,global_three_level_common_support_min_cell_20,1
139,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6658371817399148,0.6762658132413205,-0.010428631501405716,0.9845790940526453,xgb_3class,global_three_level_common_support_min_cell_20,1
139,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6386821784184428,0.6762658132413205,-0.03758363482287774,0.9444247600766027,xgb_3class,global_three_level_common_support_min_cell_20,1
139,100000,100000,alta_vs_media,alta,media,93339,6661,0.6386821784184428,0.6658371817399148,-0.027155003321472027,0.959216751382804,xgb_3class,global_three_level_common_support_min_cell_20,1
140,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6658487143163996,0.6769917287593192,-0.011143014442919652,0.9835403979553181,xgb_3class,global_three_level_common_support_min_cell_20,1
140,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6385362390086148,0.6769917287593192,-0.03845548975070445,0.9431965146440128,xgb_3class,global_three_level_common_support_min_cell_20,1
140,100000,100000,alta_vs_media,alta,media,93339,6661,0.6385362390086148,0.6658487143163996,-0.0273124753077848,0.9589809596075808,xgb_3class,global_three_level_common_support_min_cell_20,1
141,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657732989693864,0.6757012072306535,-0.009927908261267104,0.9853072509638447,xgb_3class,global_three_level_common_support_min_cell_20,1
141,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388232509344305,0.6757012072306535,-0.036877956296223036,0.9454226869782185,xgb_3class,global_three_level_common_support_min_cell_20,1
141,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388232509344305,0.6657732989693864,-0.02695004803495593,0.9595206835770157,xgb_3class,global_three_level_common_support_min_cell_20,1
142,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656298524637355,0.6765046128881101,-0.01087476042437463,0.983925075724246,xgb_3class,global_three_level_common_support_min_cell_20,1
142,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6390481695512584,0.6765046128881101,-0.03745644333685172,0.9446323903440303,xgb_3class,global_three_level_common_support_min_cell_20,1
142,100000,100000,alta_vs_media,alta,media,93339,6661,0.6390481695512584,0.6656298524637355,-0.02658168291247709,0.9600653684415014,xgb_3class,global_three_level_common_support_min_cell_20,1
143,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657613266072477,0.6757953670986296,-0.010034040491381901,0.9851522502522313,xgb_3class,global_three_level_common_support_min_cell_20,1
143,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6390313634772451,0.6757953670986296,-0.036764003621384544,0.9455989114290289,xgb_3class,global_three_level_common_support_min_cell_20,1
143,100000,100000,alta_vs_media,alta,media,93339,6661,0.6390313634772451,0.6657613266072477,-0.026729963130002643,0.9598505319222733,xgb_3class,global_three_level_common_support_min_cell_20,1
144,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657974554833944,0.6764809415567042,-0.010683486073309822,0.9842072622937089,xgb_3class,global_three_level_common_support_min_cell_20,1
144,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638665451470794,0.6764809415567042,-0.03781549008591023,0.9440996962916797,xgb_3class,global_three_level_common_support_min_cell_20,1
144,100000,100000,alta_vs_media,alta,media,93339,6661,0.638665451470794,0.6657974554833944,-0.027132004012600408,0.959248861963731,xgb_3class,global_three_level_common_support_min_cell_20,1
145,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657436941482358,0.6763822881647558,-0.010638594016520009,0.9842713296863731,xgb_3class,global_three_level_common_support_min_cell_20,1
145,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6385841250680901,0.6763822881647558,-0.037798163096665616,0.9441171601355437,xgb_3class,global_three_level_common_support_min_cell_20,1
145,100000,100000,alta_vs_media,alta,media,93339,6661,0.6385841250680901,0.6657436941482358,-0.027159569080145607,0.9592041662296268,xgb_3class,global_three_level_common_support_min_cell_20,1
146,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657895873395143,0.6768543929447336,-0.011064805605219274,0.9836526057590015,xgb_3class,global_three_level_common_support_min_cell_20,1
146,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638638332105544,0.6768543929447336,-0.0382160608391896,0.9435387267371846,xgb_3class,global_three_level_common_support_min_cell_20,1
146,100000,100000,alta_vs_media,alta,media,93339,6661,0.638638332105544,0.6657895873395143,-0.02715125523397033,0.9592194655034088,xgb_3class,global_three_level_common_support_min_cell_20,1
147,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657123572985502,0.6756769875283815,-0.009964630229831295,0.9852523758929813,xgb_3class,global_three_level_common_support_min_cell_20,1
147,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6391645832870457,0.6756769875283815,-0.03651240424133573,0.9459617466403619,xgb_3class,global_three_level_common_support_min_cell_20,1
