bootstrap_iteration,bootstrap_sample_size,bootstrap_evaluation_sample_size,contrast,treated_level,reference_level,n_used,n_removed_no_common_support,risk_treated,risk_reference,risk_difference,risk_ratio,model_type,support_type,crossfit_folds
47,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657009531908564,0.6769707550374027,-0.011269801846546246,0.983352601626161,xgb_3class,global_three_level_common_support_min_cell_20,1
47,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388768277700827,0.6769707550374027,-0.03809392726731997,0.9437288435521631,xgb_3class,global_three_level_common_support_min_cell_20,1
47,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388768277700827,0.6657009531908564,-0.026824125420773726,0.9597054423728859,xgb_3class,global_three_level_common_support_min_cell_20,1
48,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657905783857696,0.6770602808142796,-0.011269702428509998,0.9833549497026228,xgb_3class,global_three_level_common_support_min_cell_20,1
48,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388737199345056,0.6770602808142796,-0.03818656087977401,0.9435994667508065,xgb_3class,global_three_level_common_support_min_cell_20,1
48,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388737199345056,0.6657905783857696,-0.026916858451264014,0.9595715840309353,xgb_3class,global_three_level_common_support_min_cell_20,1
49,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6658118293538583,0.677903599380269,-0.012091770026410709,0.98216299480123,xgb_3class,global_three_level_common_support_min_cell_20,1
49,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388193497930383,0.677903599380269,-0.03908424958723067,0.9423454166300916,xgb_3class,global_three_level_common_support_min_cell_20,1
49,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388193497930383,0.6658118293538583,-0.02699247956081996,0.9594592971004811,xgb_3class,global_three_level_common_support_min_cell_20,1
50,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656476611055505,0.676585470870844,-0.01093780976529346,0.9838338092728843,xgb_3class,global_three_level_common_support_min_cell_20,1
50,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388074769072242,0.676585470870844,-0.037777993963619805,0.9441637522676992,xgb_3class,global_three_level_common_support_min_cell_20,1
50,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388074769072242,0.6656476611055505,-0.026840184198326345,0.9596780913287543,xgb_3class,global_three_level_common_support_min_cell_20,1
51,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656133028714312,0.6755557783621706,-0.009942475490739455,0.9852825246867932,xgb_3class,global_three_level_common_support_min_cell_20,1
51,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6385524665127151,0.6755557783621706,-0.03700331184945549,0.9452253788145119,xgb_3class,global_three_level_common_support_min_cell_20,1
51,100000,100000,alta_vs_media,alta,media,93339,6661,0.6385524665127151,0.6656133028714312,-0.027060836358716034,0.9593445079267848,xgb_3class,global_three_level_common_support_min_cell_20,1
52,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657383792003704,0.6750417030410044,-0.009303323840634037,0.9862181494880636,xgb_3class,global_three_level_common_support_min_cell_20,1
52,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638621125793809,0.6750417030410044,-0.036420577247195385,0.9460469226077087,xgb_3class,global_three_level_common_support_min_cell_20,1
52,100000,100000,alta_vs_media,alta,media,93339,6661,0.638621125793809,0.6657383792003704,-0.027117253406561348,0.959267402550635,xgb_3class,global_three_level_common_support_min_cell_20,1
53,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656376146972582,0.6779869718832123,-0.01234935718595409,0.9817852588647067,xgb_3class,global_three_level_common_support_min_cell_20,1
53,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6390049714991144,0.6779869718832123,-0.03898200038409794,0.9425033193841181,xgb_3class,global_three_level_common_support_min_cell_20,1
53,100000,100000,alta_vs_media,alta,media,93339,6661,0.6390049714991144,0.6656376146972582,-0.026632643198143846,0.9599892755305651,xgb_3class,global_three_level_common_support_min_cell_20,1
54,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656560444445412,0.6770182658896406,-0.011362221445099463,0.9832172601278802,xgb_3class,global_three_level_common_support_min_cell_20,1
54,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638849988798627,0.6770182658896406,-0.03816827709101367,0.943622972947623,xgb_3class,global_three_level_common_support_min_cell_20,1
54,100000,100000,alta_vs_media,alta,media,93339,6661,0.638849988798627,0.6656560444445412,-0.026806055645914206,0.9597298696982725,xgb_3class,global_three_level_common_support_min_cell_20,1
55,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657534321427396,0.6772777743396469,-0.011524342196907233,0.9829843195310173,xgb_3class,global_three_level_common_support_min_cell_20,1
55,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638963787806248,0.6772777743396469,-0.0383139865333989,0.9434294347385672,xgb_3class,global_three_level_common_support_min_cell_20,1
55,100000,100000,alta_vs_media,alta,media,93339,6661,0.638963787806248,0.6657534321427396,-0.02678964433649167,0.9597604112227124,xgb_3class,global_three_level_common_support_min_cell_20,1
56,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.665712322932619,0.6759982981403809,-0.010285975207761977,0.9847840220366562,xgb_3class,global_three_level_common_support_min_cell_20,1
56,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638790986207468,0.6759982981403809,-0.037207311932912934,0.9449594591654041,xgb_3class,global_three_level_common_support_min_cell_20,1
56,100000,100000,alta_vs_media,alta,media,93339,6661,0.638790986207468,0.665712322932619,-0.026921336725150957,0.9595601045710613,xgb_3class,global_three_level_common_support_min_cell_20,1
57,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657291164286656,0.6748422209576429,-0.00911310452897729,0.9864959478734967,xgb_3class,global_three_level_common_support_min_cell_20,1
57,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387508134677427,0.6748422209576429,-0.03609140748990025,0.946518747095159,xgb_3class,global_three_level_common_support_min_cell_20,1
57,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387508134677427,0.6657291164286656,-0.026978302960922962,0.9594755550040394,xgb_3class,global_three_level_common_support_min_cell_20,1
58,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.665570551771084,0.6761763401917598,-0.010605788420675721,0.9843150554222764,xgb_3class,global_three_level_common_support_min_cell_20,1
58,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638972968012429,0.6761763401917598,-0.037203372179330785,0.9449797782501823,xgb_3class,global_three_level_common_support_min_cell_20,1
58,100000,100000,alta_vs_media,alta,media,93339,6661,0.638972968012429,0.665570551771084,-0.026597583758655063,0.9600379198149935,xgb_3class,global_three_level_common_support_min_cell_20,1
59,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657769196870528,0.676463844942784,-0.010686925255731228,0.9842017790963609,xgb_3class,global_three_level_common_support_min_cell_20,1
59,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6386072578487401,0.676463844942784,-0.037856587094043936,0.9440375307903619,xgb_3class,global_three_level_common_support_min_cell_20,1
59,100000,100000,alta_vs_media,alta,media,93339,6661,0.6386072578487401,0.6657769196870528,-0.02716966183831271,0.9591910427728799,xgb_3class,global_three_level_common_support_min_cell_20,1
60,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657243775676525,0.677403794008173,-0.011679416440520507,0.9827585606342506,xgb_3class,global_three_level_common_support_min_cell_20,1
60,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387274132439761,0.677403794008173,-0.03867638076419688,0.942904983547036,xgb_3class,global_three_level_common_support_min_cell_20,1
60,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387274132439761,0.6657243775676525,-0.026996964323676376,0.9594472348717126,xgb_3class,global_three_level_common_support_min_cell_20,1
61,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656109183196909,0.6764664150066968,-0.010855496687005917,0.9839526450298373,xgb_3class,global_three_level_common_support_min_cell_20,1
61,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387425515405608,0.6764664150066968,-0.03772386346613599,0.9442339447616738,xgb_3class,global_three_level_common_support_min_cell_20,1
61,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387425515405608,0.6656109183196909,-0.02686836677913007,0.959633524571745,xgb_3class,global_three_level_common_support_min_cell_20,1
62,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657555951692499,0.6763941550295527,-0.01063855986030282,0.9842716561324543,xgb_3class,global_three_level_common_support_min_cell_20,1
62,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6390992397161602,0.6763941550295527,-0.03729491531339246,0.9448621561317854,xgb_3class,global_three_level_common_support_min_cell_20,1
62,100000,100000,alta_vs_media,alta,media,93339,6661,0.6390992397161602,0.6657555951692499,-0.026656355453089642,0.9599607488896688,xgb_3class,global_three_level_common_support_min_cell_20,1
63,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656710231315599,0.6766744431113831,-0.011003419979823237,0.9837389750834553,xgb_3class,global_three_level_common_support_min_cell_20,1
63,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6386946997663312,0.6766744431113831,-0.03797974334505194,0.9438729455032775,xgb_3class,global_three_level_common_support_min_cell_20,1
63,100000,100000,alta_vs_media,alta,media,93339,6661,0.6386946997663312,0.6656710231315599,-0.026976323365228705,0.9594749922592061,xgb_3class,global_three_level_common_support_min_cell_20,1
64,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6658010510230693,0.6775541958800839,-0.011753144857014619,0.9826535723216232,xgb_3class,global_three_level_common_support_min_cell_20,1
64,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6393201143032274,0.6775541958800839,-0.03823408157685648,0.9435704452730992,xgb_3class,global_three_level_common_support_min_cell_20,1
64,100000,100000,alta_vs_media,alta,media,93339,6661,0.6393201143032274,0.6658010510230693,-0.026480936719841863,0.9602269526622836,xgb_3class,global_three_level_common_support_min_cell_20,1
65,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657829194190349,0.6758115772342245,-0.010028657815189579,0.9851605711517519,xgb_3class,global_three_level_common_support_min_cell_20,1
65,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387082560822618,0.6758115772342245,-0.03710332115196269,0.9450981273451856,xgb_3class,global_three_level_common_support_min_cell_20,1
65,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387082560822618,0.6657829194190349,-0.027074663336773108,0.9593340974256315,xgb_3class,global_three_level_common_support_min_cell_20,1
66,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656089705633043,0.6748614751660562,-0.009252504602751954,0.9862897721336438,xgb_3class,global_three_level_common_support_min_cell_20,1
66,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6389284727836452,0.6748614751660562,-0.03593300238241104,0.9467549953513507,xgb_3class,global_three_level_common_support_min_cell_20,1
66,100000,100000,alta_vs_media,alta,media,93339,6661,0.6389284727836452,0.6656089705633043,-0.026680497779659085,0.9599156577516084,xgb_3class,global_three_level_common_support_min_cell_20,1
67,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656887757305019,0.6764787001517816,-0.010789924421279684,0.9840498682089196,xgb_3class,global_three_level_common_support_min_cell_20,1
67,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387773034814117,0.6764787001517816,-0.03770139667036987,0.9442681688840894,xgb_3class,global_three_level_common_support_min_cell_20,1
67,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387773034814117,0.6656887757305019,-0.026911472249090185,0.9595734925535457,xgb_3class,global_three_level_common_support_min_cell_20,1
68,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657898973345957,0.6758955400011266,-0.010105642666530912,0.9850485140551245,xgb_3class,global_three_level_common_support_min_cell_20,1
68,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6385979576301495,0.6758955400011266,-0.037297582370977134,0.9448175344211992,xgb_3class,global_three_level_common_support_min_cell_20,1
68,100000,100000,alta_vs_media,alta,media,93339,6661,0.6385979576301495,0.6657898973345957,-0.027191939704446222,0.9591583774201056,xgb_3class,global_three_level_common_support_min_cell_20,1
69,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656613141636103,0.6774030555333839,-0.011741741369773573,0.9826665361576673,xgb_3class,global_three_level_common_support_min_cell_20,1
69,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388776954561401,0.6774030555333839,-0.03852536007724372,0.9431278619685158,xgb_3class,global_three_level_common_support_min_cell_20,1
69,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388776954561401,0.6656613141636103,-0.026783618707470147,0.9597638947350828,xgb_3class,global_three_level_common_support_min_cell_20,1
70,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657207807082773,0.6773964117653954,-0.011675631057118108,0.9827639608738262,xgb_3class,global_three_level_common_support_min_cell_20,1
70,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387670538013598,0.6773964117653954,-0.03862935796403566,0.9429737782883115,xgb_3class,global_three_level_common_support_min_cell_20,1
70,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387670538013598,0.6657207807082773,-0.026953726906917552,0.9595119640425813,xgb_3class,global_three_level_common_support_min_cell_20,1
71,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656368244260746,0.6778368100079815,-0.012199985581906825,0.9820015888754062,xgb_3class,global_three_level_common_support_min_cell_20,1
71,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6384642941177983,0.6778368100079815,-0.0393725158901832,0.9419144618455885,xgb_3class,global_three_level_common_support_min_cell_20,1
71,100000,100000,alta_vs_media,alta,media,93339,6661,0.6384642941177983,0.6656368244260746,-0.027172530308276377,0.9591781444307786,xgb_3class,global_three_level_common_support_min_cell_20,1
72,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657192761574104,0.675536923487087,-0.009817647329676604,0.9854668975324126,xgb_3class,global_three_level_common_support_min_cell_20,1
72,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6385857197306785,0.675536923487087,-0.03695120375640859,0.9453009858207774,xgb_3class,global_three_level_common_support_min_cell_20,1
72,100000,100000,alta_vs_media,alta,media,93339,6661,0.6385857197306785,0.6657192761574104,-0.027133556426731986,0.9592417443830841,xgb_3class,global_three_level_common_support_min_cell_20,1
73,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6658047471034314,0.6774127568109899,-0.011608009707558486,0.9828641997204116,xgb_3class,global_three_level_common_support_min_cell_20,1
73,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6391165248126883,0.6774127568109899,-0.038296231998301566,0.943466916420963,xgb_3class,global_three_level_common_support_min_cell_20,1
73,100000,100000,alta_vs_media,alta,media,93339,6661,0.6391165248126883,0.6658047471034314,-0.02668822229074308,0.9599158425847073,xgb_3class,global_three_level_common_support_min_cell_20,1
74,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6658557619613634,0.6742904337546544,-0.008434671793290938,0.9874910404017982,xgb_3class,global_three_level_common_support_min_cell_20,1
74,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388610504297881,0.6742904337546544,-0.035429383324866226,0.947456790796238,xgb_3class,global_three_level_common_support_min_cell_20,1
74,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388610504297881,0.6658557619613634,-0.02699471153157529,0.959458619908824,xgb_3class,global_three_level_common_support_min_cell_20,1
75,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656631361891556,0.676470742331671,-0.010807606142515414,0.9840235423851983,xgb_3class,global_three_level_common_support_min_cell_20,1
75,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6386915517442687,0.676470742331671,-0.03777919058740231,0.9441525135925549,xgb_3class,global_three_level_common_support_min_cell_20,1
75,100000,100000,alta_vs_media,alta,media,93339,6661,0.6386915517442687,0.6656631361891556,-0.026971584444886898,0.9594816312056935,xgb_3class,global_three_level_common_support_min_cell_20,1
76,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656703927401445,0.6797737204606409,-0.014103327720496384,0.9792529082899242,xgb_3class,global_three_level_common_support_min_cell_20,1
76,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6385029255717799,0.6797737204606409,-0.041270794888860984,0.9392874516230278,xgb_3class,global_three_level_common_support_min_cell_20,1
76,100000,100000,alta_vs_media,alta,media,93339,6661,0.6385029255717799,0.6656703927401445,-0.0271674671683646,0.9591878090648838,xgb_3class,global_three_level_common_support_min_cell_20,1
77,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.665662538188436,0.6772677093613556,-0.011605171172919593,0.982864720977377,xgb_3class,global_three_level_common_support_min_cell_20,1
77,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6387817589366022,0.6772677093613556,-0.038485950424753446,0.9431746857368343,xgb_3class,global_three_level_common_support_min_cell_20,1
77,100000,100000,alta_vs_media,alta,media,93339,6661,0.6387817589366022,0.665662538188436,-0.026880779251833853,0.9596180080600774,xgb_3class,global_three_level_common_support_min_cell_20,1
78,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656045789854532,0.6765958920636425,-0.010991313078189235,0.9837549810645978,xgb_3class,global_three_level_common_support_min_cell_20,1
78,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6388110265240878,0.6765958920636425,-0.037784865539554624,0.9441544561786956,xgb_3class,global_three_level_common_support_min_cell_20,1
78,100000,100000,alta_vs_media,alta,media,93339,6661,0.6388110265240878,0.6656045789854532,-0.02679355246136539,0.9597455406598834,xgb_3class,global_three_level_common_support_min_cell_20,1
79,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.66583319855143,0.6771701148133423,-0.011336916261912355,0.9832583925162773,xgb_3class,global_three_level_common_support_min_cell_20,1
79,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6383725787139687,0.6771701148133423,-0.03879753609937364,0.9427063669074234,xgb_3class,global_three_level_common_support_min_cell_20,1
79,100000,100000,alta_vs_media,alta,media,93339,6661,0.6383725787139687,0.66583319855143,-0.027460619837461286,0.9587575087916855,xgb_3class,global_three_level_common_support_min_cell_20,1
80,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656534950455848,0.6764834089692042,-0.010829913923619428,0.9839908654373039,xgb_3class,global_three_level_common_support_min_cell_20,1
80,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638544368994765,0.6764834089692042,-0.03793903997443926,0.9439172646787464,xgb_3class,global_three_level_common_support_min_cell_20,1
80,100000,100000,alta_vs_media,alta,media,93339,6661,0.638544368994765,0.6656534950455848,-0.02710912605081983,0.9592744179177436,xgb_3class,global_three_level_common_support_min_cell_20,1
81,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.66564704403643,0.6763530450348924,-0.010706000998462306,0.9841709872128838,xgb_3class,global_three_level_common_support_min_cell_20,1
81,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6390774170402876,0.6763530450348924,-0.03727562799460471,0.9448873213948764,xgb_3class,global_three_level_common_support_min_cell_20,1
81,100000,100000,alta_vs_media,alta,media,93339,6661,0.6390774170402876,0.66564704403643,-0.026569626996142404,0.9600845114025801,xgb_3class,global_three_level_common_support_min_cell_20,1
82,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6658051465928707,0.6762594794753766,-0.010454332882505857,0.9845409444158683,xgb_3class,global_three_level_common_support_min_cell_20,1
82,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6386606988695694,0.6762594794753766,-0.037598780605807125,0.9444018431579322,xgb_3class,global_three_level_common_support_min_cell_20,1
82,100000,100000,alta_vs_media,alta,media,93339,6661,0.6386606988695694,0.6658051465928707,-0.027144447723301268,0.9592306429858529,xgb_3class,global_three_level_common_support_min_cell_20,1
83,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657525409494838,0.6763299331474456,-0.010577392197961832,0.9843606031914961,xgb_3class,global_three_level_common_support_min_cell_20,1
83,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6390259547554886,0.6763299331474456,-0.03730397839195698,0.9448435200577994,xgb_3class,global_three_level_common_support_min_cell_20,1
83,100000,100000,alta_vs_media,alta,media,93339,6661,0.6390259547554886,0.6657525409494838,-0.02672658619399515,0.9598550744457119,xgb_3class,global_three_level_common_support_min_cell_20,1
84,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657664853643662,0.6773749088304623,-0.01160842346609603,0.9828626314397461,xgb_3class,global_three_level_common_support_min_cell_20,1
84,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6390052094417217,0.6773749088304623,-0.038369699388740575,0.9433552986853488,xgb_3class,global_three_level_common_support_min_cell_20,1
84,100000,100000,alta_vs_media,alta,media,93339,6661,0.6390052094417217,0.6657664853643662,-0.026761275922644545,0.9598038103284842,xgb_3class,global_three_level_common_support_min_cell_20,1
85,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657714293500293,0.6765126774563719,-0.010741248106342582,0.984122621106335,xgb_3class,global_three_level_common_support_min_cell_20,1
85,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638403981862071,0.6765126774563719,-0.038108695594300857,0.9436689113682448,xgb_3class,global_three_level_common_support_min_cell_20,1
85,100000,100000,alta_vs_media,alta,media,93339,6661,0.638403981862071,0.6657714293500293,-0.027367447487958274,0.9588936288319307,xgb_3class,global_three_level_common_support_min_cell_20,1
86,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6658345549496747,0.6767206605400482,-0.010886105590373507,0.9839134428352077,xgb_3class,global_three_level_common_support_min_cell_20,1
86,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6384751701556546,0.6767206605400482,-0.03824549038439362,0.9434840804862197,xgb_3class,global_three_level_common_support_min_cell_20,1
86,100000,100000,alta_vs_media,alta,media,93339,6661,0.6384751701556546,0.6658345549496747,-0.027359384794020114,0.9589096351478965,xgb_3class,global_three_level_common_support_min_cell_20,1
87,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656214470335095,0.6790909287142903,-0.013469481680780881,0.9801654224622285,xgb_3class,global_three_level_common_support_min_cell_20,1
87,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638792694480015,0.6790909287142903,-0.040298234234275365,0.9406585590672353,xgb_3class,global_three_level_common_support_min_cell_20,1
87,100000,100000,alta_vs_media,alta,media,93339,6661,0.638792694480015,0.6656214470335095,-0.026828752553494484,0.9596936777306939,xgb_3class,global_three_level_common_support_min_cell_20,1
88,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.665760443923315,0.675197813793063,-0.009437369869747969,0.9860228074247878,xgb_3class,global_three_level_common_support_min_cell_20,1
88,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6384817358690239,0.675197813793063,-0.03671607792403908,0.945621746436383,xgb_3class,global_three_level_common_support_min_cell_20,1
88,100000,100000,alta_vs_media,alta,media,93339,6661,0.6384817358690239,0.665760443923315,-0.027278708054291112,0.9590262408899841,xgb_3class,global_three_level_common_support_min_cell_20,1
89,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657673302353204,0.6773938141503723,-0.011626483915051833,0.9828364480569778,xgb_3class,global_three_level_common_support_min_cell_20,1
89,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6390366869411449,0.6773938141503723,-0.03835712720922735,0.9433754392083766,xgb_3class,global_three_level_common_support_min_cell_20,1
89,100000,100000,alta_vs_media,alta,media,93339,6661,0.6390366869411449,0.6657673302353204,-0.026730643294175516,0.9598498723499584,xgb_3class,global_three_level_common_support_min_cell_20,1
90,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657606752478783,0.6770563149787107,-0.011295639730832363,0.9833165432757428,xgb_3class,global_three_level_common_support_min_cell_20,1
90,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6385200102561676,0.6770563149787107,-0.0385363047225431,0.9430825710210607,xgb_3class,global_three_level_common_support_min_cell_20,1
90,100000,100000,alta_vs_media,alta,media,93339,6661,0.6385200102561676,0.6657606752478783,-0.02724066499171074,0.9590833973761391,xgb_3class,global_three_level_common_support_min_cell_20,1
91,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.665794140123348,0.6753657243704244,-0.009571584247076381,0.9858275540174932,xgb_3class,global_three_level_common_support_min_cell_20,1
91,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6393444268935158,0.6753657243704244,-0.03602129747690863,0.9466640130271822,xgb_3class,global_three_level_common_support_min_cell_20,1
91,100000,100000,alta_vs_media,alta,media,93339,6661,0.6393444268935158,0.665794140123348,-0.02644971322983225,0.9602734364334716,xgb_3class,global_three_level_common_support_min_cell_20,1
92,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6655935259335611,0.678015278185931,-0.012421752252369855,0.9816792443297074,xgb_3class,global_three_level_common_support_min_cell_20,1
92,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6390602436108853,0.678015278185931,-0.03895503457504568,0.9425454914832124,xgb_3class,global_three_level_common_support_min_cell_20,1
92,100000,100000,alta_vs_media,alta,media,93339,6661,0.6390602436108853,0.6655935259335611,-0.026533282322675822,0.9601359068427532,xgb_3class,global_three_level_common_support_min_cell_20,1
93,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657116670411249,0.6760665312846336,-0.010354864243508621,0.984683660905632,xgb_3class,global_three_level_common_support_min_cell_20,1
93,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.638659334321379,0.6760665312846336,-0.03740719696325456,0.9446693554077068,xgb_3class,global_three_level_common_support_min_cell_20,1
93,100000,100000,alta_vs_media,alta,media,93339,6661,0.638659334321379,0.6657116670411249,-0.027052332719745942,0.9593632888544903,xgb_3class,global_three_level_common_support_min_cell_20,1
94,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657380349769032,0.6781106857571567,-0.012372650780253514,0.9817542312189954,xgb_3class,global_three_level_common_support_min_cell_20,1
94,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6390103446781719,0.6781106857571567,-0.03910034107898486,0.9423392937167379,xgb_3class,global_three_level_common_support_min_cell_20,1
94,100000,100000,alta_vs_media,alta,media,93339,6661,0.6390103446781719,0.6657380349769032,-0.026727690298731344,0.9598525412482124,xgb_3class,global_three_level_common_support_min_cell_20,1
95,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6655373565168847,0.6768253325221225,-0.011287976005237788,0.9833221727041831,xgb_3class,global_three_level_common_support_min_cell_20,1
95,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6386606167534155,0.6768253325221225,-0.03816471576870706,0.9436121641214432,xgb_3class,global_three_level_common_support_min_cell_20,1
95,100000,100000,alta_vs_media,alta,media,93339,6661,0.6386606167534155,0.6655373565168847,-0.02687673976346927,0.9596164820797893,xgb_3class,global_three_level_common_support_min_cell_20,1
96,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6657660024581683,0.6759214782447632,-0.010155475786594925,0.9849753616160168,xgb_3class,global_three_level_common_support_min_cell_20,1
96,100000,100000,alta_vs_baixa,alta,baixa,93339,6661,0.6389535383487096,0.6759214782447632,-0.036967939896053625,0.9453073454744297,xgb_3class,global_three_level_common_support_min_cell_20,1
96,100000,100000,alta_vs_media,alta,media,93339,6661,0.6389535383487096,0.6657660024581683,-0.0268124641094587,0.9597268950194804,xgb_3class,global_three_level_common_support_min_cell_20,1
97,100000,100000,media_vs_baixa,media,baixa,93339,6661,0.6656437199202364,0.6777115206764877,-0.012067800756251246,0.9821933073467525,xgb_3class,global_three_level_common_support_min_cell_20,1
