level,mean,median,ci95_low,ci95_high
alta,0.5583686262369156,0.5407342910766602,0.48885409012436865,0.6620774358510971
baixa,0.5650453627109527,0.5589828193187714,0.5073996558785439,0.6383957996964454
media,0.5976452589035034,0.5959231853485107,0.5297308951616287,0.6699722573161125
