contrast,aipw_xgb_3class_bootstrap300,aipw_xgb_pair_crossfit3_bootstrap300,gcomp
alta_vs_baixa,0.9440412757375966,0.9496323887980757,0.9312782904512452
alta_vs_media,0.9595714801205466,0.9615169742609916,0.9563537077693472
media_vs_baixa,0.9838290391193822,0.9781277331411676,0.9743022760052517
