contrast,treated_level,reference_level,risk_difference_mean,risk_difference_median,risk_difference_ci95_low,risk_difference_ci95_high,risk_ratio_mean,risk_ratio_median,risk_ratio_ci95_low,risk_ratio_ci95_high
media_vs_baixa,media,baixa,-0.023004583716392517,-0.022987663745880127,-0.023871509730815886,-0.022167089581489562,0.9668005204724837,0.9668201507137948,0.9655463898108517,0.9679910483066578
alta_vs_baixa,alta,baixa,-0.05474542826414108,-0.05474397540092468,-0.055829524993896484,-0.05363721400499344,0.9209932018645056,0.9209738064087505,0.9193877655255626,0.9226351895833195
alta_vs_media,alta,media,-0.031740844547748566,-0.03174874186515808,-0.03301700949668884,-0.030357518792152406,0.9526200421296306,0.9526146345065536,0.9507413653068203,0.9546794430479354
