bootstrap_iteration,bootstrap_sample_size,bootstrap_evaluation_sample_size,contrast,treated_level,reference_level,n_used,n_removed_no_common_support,risk_treated,risk_reference,risk_difference,risk_ratio,model_type,support_type
53,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682302428650619,0.6840062891710291,-0.015776046305967184,0.9769358168839548,xgb,pairwise_common_support_min_cell_20
53,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372426638892204,0.6722035345161371,-0.034960870626916773,0.9479906474278179,xgb,pairwise_common_support_min_cell_20
53,100000,100000,alta_vs_media,alta,media,86162,1447,0.6440493479814167,0.6695834292743362,-0.025534081292919564,0.9618657210191235,xgb,pairwise_common_support_min_cell_20
54,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6681250971675831,0.6838683735652996,-0.015743276397716555,0.9769790839783391,xgb,pairwise_common_support_min_cell_20
54,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6373818465507126,0.6712791010481545,-0.03389725449744185,0.9495034860395419,xgb,pairwise_common_support_min_cell_20
54,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438107586139954,0.6696253073203208,-0.02581454870632538,0.9614492636044044,xgb,pairwise_common_support_min_cell_20
55,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682798263259784,0.683708601741164,-0.015428775415185614,0.977433697081046,xgb,pairwise_common_support_min_cell_20
55,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637209916615868,0.6717682579243295,-0.03455834130846147,0.9485561562327433,xgb,pairwise_common_support_min_cell_20
55,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438110326291243,0.6697587608538389,-0.025947728224714584,0.9612580980775298,xgb,pairwise_common_support_min_cell_20
56,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682419558193137,0.6826352390317294,-0.01439328321241573,0.9789151183685865,xgb,pairwise_common_support_min_cell_20
56,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372880715479938,0.6711994086387297,-0.033911337090735905,0.9494765092843094,xgb,pairwise_common_support_min_cell_20
56,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437674661575162,0.6697662418710436,-0.025998775713527378,0.961182313935534,xgb,pairwise_common_support_min_cell_20
57,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682702927524155,0.6820521161372667,-0.013781823384851233,0.9797935919282779,xgb,pairwise_common_support_min_cell_20
57,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637156322393074,0.6698156421750651,-0.0326593197819911,0.9512413301129579,xgb,pairwise_common_support_min_cell_20
57,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438779750795848,0.669627307434362,-0.025749332354777277,0.961546770765018,xgb,pairwise_common_support_min_cell_20
58,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6681876001113578,0.6825996854363201,-0.014412085324962298,0.9788864752907848,xgb,pairwise_common_support_min_cell_20
58,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637274315808806,0.670731661611795,-0.03345734580298898,0.9501181355855639,xgb,pairwise_common_support_min_cell_20
58,100000,100000,alta_vs_media,alta,media,86162,1447,0.644119271430897,0.6695708288992807,-0.02545155746838368,0.9619882522208681,xgb,pairwise_common_support_min_cell_20
59,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682404741782558,0.6828017451937904,-0.014561271015534616,0.9786742328676944,xgb,pairwise_common_support_min_cell_20
59,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6376427472370635,0.6709127630869027,-0.03327001584983924,0.9504108169044776,xgb,pairwise_common_support_min_cell_20
59,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437856613585728,0.6697433887334842,-0.02595772737491131,0.9612422790406359,xgb,pairwise_common_support_min_cell_20
60,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682582183468371,0.6828407448185718,-0.014582526471734747,0.9786443228785223,xgb,pairwise_common_support_min_cell_20
60,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6373908714822316,0.6718701915442089,-0.03447932006197729,0.948681574959099,xgb,pairwise_common_support_min_cell_20
60,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437153710753843,0.6697229207998355,-0.026007549724451184,0.9611667020543497,xgb,pairwise_common_support_min_cell_20
61,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682336466747115,0.6834608354927535,-0.01522718881804197,0.977720466152148,xgb,pairwise_common_support_min_cell_20
61,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.63734691865581,0.670079075310913,-0.032732156655103095,0.9511518000470085,xgb,pairwise_common_support_min_cell_20
61,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438704594920719,0.6695708035707426,-0.025700344078670723,0.9616166894649322,xgb,pairwise_common_support_min_cell_20
62,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682694923610344,0.6838941794025227,-0.015624687041488339,0.9771533557207072,xgb,pairwise_common_support_min_cell_20
62,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6374077624340716,0.6718044679004862,-0.0343967054664146,0.9487995285683188,xgb,pairwise_common_support_min_cell_20
62,100000,100000,alta_vs_media,alta,media,86162,1447,0.643874480715572,0.6695722173803809,-0.0256977366648089,0.9616206646605677,xgb,pairwise_common_support_min_cell_20
63,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683332796548693,0.6843607226512503,-0.016027442996380925,0.9765804166342427,xgb,pairwise_common_support_min_cell_20
63,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6371014222654758,0.6727507182357311,-0.035649295970255235,0.9470096500770085,xgb,pairwise_common_support_min_cell_20
63,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437832066981687,0.669559963291172,-0.02577675659300327,0.9615019445513147,xgb,pairwise_common_support_min_cell_20
64,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682515258402875,0.6836085770712134,-0.0153570512309259,0.9775353151700932,xgb,pairwise_common_support_min_cell_20
64,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6375306099002322,0.6710944120941215,-0.033563802193889214,0.9499864674939629,xgb,pairwise_common_support_min_cell_20
64,100000,100000,alta_vs_media,alta,media,86162,1447,0.6442988003368123,0.6696517173799231,-0.025352917043110823,0.9621401448169109,xgb,pairwise_common_support_min_cell_20
65,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.668331661273115,0.682593088728553,-0.014261427455437903,0.9791069852728772,xgb,pairwise_common_support_min_cell_20
65,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6369631886178188,0.6713695695222724,-0.03440638090445369,0.9487519505405402,xgb,pairwise_common_support_min_cell_20
65,100000,100000,alta_vs_media,alta,media,86162,1447,0.6441023608595995,0.6696040721925638,-0.025501711332964305,0.9619152385835095,xgb,pairwise_common_support_min_cell_20
66,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682366261574673,0.6820967062245267,-0.01386008006705941,0.9796801832634902,xgb,pairwise_common_support_min_cell_20
66,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6370117845677701,0.6694336872996848,-0.0324219027319147,0.951568163737478,xgb,pairwise_common_support_min_cell_20
66,100000,100000,alta_vs_media,alta,media,86162,1447,0.6439586053848978,0.6695915854425557,-0.025632980057657906,0.9617184853947706,xgb,pairwise_common_support_min_cell_20
67,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682154281548498,0.682529609160623,-0.014314181005773197,0.9790277508643518,xgb,pairwise_common_support_min_cell_20
67,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372176221673236,0.6712428593765626,-0.034025237209239,0.9493100943511846,xgb,pairwise_common_support_min_cell_20
67,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437771749189047,0.6696559706332548,-0.025878795714350034,0.9613550885092864,xgb,pairwise_common_support_min_cell_20
68,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.668292346814799,0.6821239095523197,-0.01383156273752073,0.9797228002950396,xgb,pairwise_common_support_min_cell_20
68,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372230883040665,0.6699924949765134,-0.03276940667244688,0.9510898899343707,xgb,pairwise_common_support_min_cell_20
68,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437722041257151,0.6696648605569087,-0.02589265643119354,0.9613349035371803,xgb,pairwise_common_support_min_cell_20
69,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682707767912431,0.6837434309294025,-0.015472654138159347,0.9773706723337325,xgb,pairwise_common_support_min_cell_20
69,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372862969601977,0.6704019710953645,-0.033115674135166806,0.9506032566087785,xgb,pairwise_common_support_min_cell_20
69,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437711376427703,0.6696075798377035,-0.025836442194933196,0.9614155469966524,xgb,pairwise_common_support_min_cell_20
70,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683490663819237,0.6832624807339217,-0.014913414351998,0.9781732280455692,xgb,pairwise_common_support_min_cell_20
70,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372690000778791,0.6717105815614476,-0.03444158148356846,0.9487255636147549,xgb,pairwise_common_support_min_cell_20
70,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438678558864314,0.6695444112193223,-0.025676555332890927,0.9616507062076274,xgb,pairwise_common_support_min_cell_20
71,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682214002157958,0.6838436261552964,-0.015622225939500578,0.9771552657040443,xgb,pairwise_common_support_min_cell_20
71,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6369177591233336,0.6725352164855827,-0.03561745736224908,0.9470400114534187,xgb,pairwise_common_support_min_cell_20
71,100000,100000,alta_vs_media,alta,media,86162,1447,0.6439005848472598,0.6696384497566212,-0.025737864909361474,0.9615645354314468,xgb,pairwise_common_support_min_cell_20
72,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682983849254681,0.6817545964572964,-0.0134562115318283,0.9802623823854613,xgb,pairwise_common_support_min_cell_20
72,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6373324837208916,0.6697322583389048,-0.032399774618013244,0.9516227952071886,xgb,pairwise_common_support_min_cell_20
72,100000,100000,alta_vs_media,alta,media,86162,1447,0.644034498757743,0.6696104954358127,-0.025575996678069757,0.961804665768532,xgb,pairwise_common_support_min_cell_20
73,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682329570934461,0.6842182309290442,-0.015985273835598113,0.97663717055026,xgb,pairwise_common_support_min_cell_20
73,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6375113752177515,0.6720562980339821,-0.03454492281623067,0.9485981711394007,xgb,pairwise_common_support_min_cell_20
73,100000,100000,alta_vs_media,alta,media,86162,1447,0.6440806896328866,0.6696525957440321,-0.02557190611114557,0.9618131755574943,xgb,pairwise_common_support_min_cell_20
74,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6684168358297156,0.681880093531301,-0.013463257701585407,0.9802556815643901,xgb,pairwise_common_support_min_cell_20
74,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6370173887581492,0.6687086896490899,-0.03169130089094074,0.9526082113460033,xgb,pairwise_common_support_min_cell_20
74,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438619341442108,0.6697422879193909,-0.025880353775180165,0.9613577427586668,xgb,pairwise_common_support_min_cell_20
75,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682882771693177,0.6834707257263227,-0.015182448557005013,0.9777862489415758,xgb,pairwise_common_support_min_cell_20
75,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6373245194080047,0.6714088141445176,-0.034084294736512866,0.9492346629676858,xgb,pairwise_common_support_min_cell_20
75,100000,100000,alta_vs_media,alta,media,86162,1447,0.6439098277170895,0.6695448730007053,-0.02563504528361582,0.9617127300688197,xgb,pairwise_common_support_min_cell_20
76,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682463304097097,0.6851258486507759,-0.01687951824106615,0.9753628938766401,xgb,pairwise_common_support_min_cell_20
76,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6369872145355768,0.673354834313714,-0.036367619778137183,0.9459904081401551,xgb,pairwise_common_support_min_cell_20
76,100000,100000,alta_vs_media,alta,media,86162,1447,0.6436954600556366,0.6695790175265346,-0.02588355747089799,0.9613435355747655,xgb,pairwise_common_support_min_cell_20
77,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682813850174142,0.6832288964350255,-0.014947511417611303,0.9781222493726408,xgb,pairwise_common_support_min_cell_20
77,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6369114120833383,0.6718845623290743,-0.034973150245735996,0.9479476799935658,xgb,pairwise_common_support_min_cell_20
77,100000,100000,alta_vs_media,alta,media,86162,1447,0.6439032592750507,0.6696285972813999,-0.02572533800634924,0.9615826771574713,xgb,pairwise_common_support_min_cell_20
78,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6680625581775219,0.6838091542801551,-0.01574659610263318,0.9769722355951646,xgb,pairwise_common_support_min_cell_20
78,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372654315060623,0.6712270945293354,-0.03396166302327308,0.9494036171959254,xgb,pairwise_common_support_min_cell_20
78,100000,100000,alta_vs_media,alta,media,86162,1447,0.64402448481542,0.6696250358634817,-0.025600551048061693,0.9617688263177768,xgb,pairwise_common_support_min_cell_20
79,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682888175898652,0.6823459492449596,-0.014057131655094368,0.9793988200990288,xgb,pairwise_common_support_min_cell_20
79,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6370368962526574,0.6720363384817475,-0.03499944222909013,0.947920312898317,xgb,pairwise_common_support_min_cell_20
79,100000,100000,alta_vs_media,alta,media,86162,1447,0.6435491733914114,0.6697974302725046,-0.026248256881093224,0.9608116488735793,xgb,pairwise_common_support_min_cell_20
80,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683445966450944,0.6827942144458695,-0.014449617800775139,0.978837521620622,xgb,pairwise_common_support_min_cell_20
80,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372429142796743,0.669893831707861,-0.03265091742818671,0.9512595640044261,xgb,pairwise_common_support_min_cell_20
80,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438088161730963,0.6695172276245918,-0.025708411451495494,0.9616015684275856,xgb,pairwise_common_support_min_cell_20
81,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6681775881444008,0.6835037232695225,-0.01532613512512171,0.9775771007481722,xgb,pairwise_common_support_min_cell_20
81,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637325551864221,0.6703861648557042,-0.03306061299148322,0.9506842254141696,xgb,pairwise_common_support_min_cell_20
81,100000,100000,alta_vs_media,alta,media,86162,1447,0.6439704611868433,0.6696262773503843,-0.025655816163540957,0.9616863659158399,xgb,pairwise_common_support_min_cell_20
82,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682513435590187,0.681793013374424,-0.013541669815405277,0.9801381510960593,xgb,pairwise_common_support_min_cell_20
82,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6371269059138354,0.6716216765100954,-0.03449477059626005,0.9486395811768569,xgb,pairwise_common_support_min_cell_20
82,100000,100000,alta_vs_media,alta,media,86162,1447,0.643627076328096,0.6696822345926136,-0.02605515826451754,0.9610932515174639,xgb,pairwise_common_support_min_cell_20
83,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683100017656574,0.6833183887454786,-0.015008386979821209,0.978036026503874,xgb,pairwise_common_support_min_cell_20
83,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372410609395027,0.6718685709274534,-0.03462750998795072,0.9484608873129002,xgb,pairwise_common_support_min_cell_20
83,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438008660128367,0.6697065260948479,-0.025905660082011228,0.9613178921324379,xgb,pairwise_common_support_min_cell_20
84,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683583221220344,0.6837180078197065,-0.015359685697672099,0.9775350575500384,xgb,pairwise_common_support_min_cell_20
84,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6375978013979713,0.6724064056714676,-0.0348086042734963,0.94823278900989,xgb,pairwise_common_support_min_cell_20
84,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438900888587699,0.6696813497535636,-0.025791260894793777,0.9614872641976894,xgb,pairwise_common_support_min_cell_20
85,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682416426021159,0.6832196643770367,-0.014978021774920802,0.978077297016066,xgb,pairwise_common_support_min_cell_20
85,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6367606898188116,0.6691688199420671,-0.032408130123255496,0.9515695753336786,xgb,pairwise_common_support_min_cell_20
85,100000,100000,alta_vs_media,alta,media,86162,1447,0.6433747259594749,0.669732507251427,-0.026357781291952098,0.9606443154444988,xgb,pairwise_common_support_min_cell_20
86,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6684806584426322,0.6834173467473511,-0.014936688304718948,0.9781441188523989,xgb,pairwise_common_support_min_cell_20
86,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6371902284440643,0.6723002888305861,-0.03511006038652187,0.9477762229619251,xgb,pairwise_common_support_min_cell_20
86,100000,100000,alta_vs_media,alta,media,86162,1447,0.6436883830484442,0.6696439808957296,-0.025955597847285405,0.9612397055931621,xgb,pairwise_common_support_min_cell_20
87,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6681536312597284,0.6851486117140113,-0.016994980454282937,0.9751951909940134,xgb,pairwise_common_support_min_cell_20
87,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.63711688905856,0.6733194313546599,-0.03620254229609987,0.9462327379691634,xgb,pairwise_common_support_min_cell_20
87,100000,100000,alta_vs_media,alta,media,86162,1447,0.6436981768400671,0.6696390648628668,-0.025940888022799702,0.9612613878371745,xgb,pairwise_common_support_min_cell_20
88,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682160418368088,0.6830762303073482,-0.014860188470539382,0.9782451975179212,xgb,pairwise_common_support_min_cell_20
88,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372514652882965,0.6704165126574372,-0.03316504736914072,0.9505306824295257,xgb,pairwise_common_support_min_cell_20
88,100000,100000,alta_vs_media,alta,media,86162,1447,0.6436434363686876,0.669684615690017,-0.026041179321329433,0.9611142637725109,xgb,pairwise_common_support_min_cell_20
89,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683919961963173,0.683667801353591,-0.01527580515727367,0.9776560997504502,xgb,pairwise_common_support_min_cell_20
89,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372119119474721,0.6715673294884574,-0.03435541754098537,0.9488429290222405,xgb,pairwise_common_support_min_cell_20
89,100000,100000,alta_vs_media,alta,media,86162,1447,0.6439546787316692,0.6696326221164218,-0.0256779433847526,0.9616536851152866,xgb,pairwise_common_support_min_cell_20
90,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.66830687653226,0.6832344443191652,-0.014927567786905294,0.9781516170459169,xgb,pairwise_common_support_min_cell_20
90,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6370729868562613,0.6716285860748226,-0.03455559921856122,0.9485495407208419,xgb,pairwise_common_support_min_cell_20
90,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437882207581272,0.669670223831161,-0.025882003073033788,0.9613511215640383,xgb,pairwise_common_support_min_cell_20
91,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683145670380181,0.6827896544102433,-0.014475087372225248,0.9788000780639712,xgb,pairwise_common_support_min_cell_20
91,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6375547486336081,0.670648928017472,-0.03309417938386394,0.9506534969321508,xgb,pairwise_common_support_min_cell_20
91,100000,100000,alta_vs_media,alta,media,86162,1447,0.643935001945792,0.6697070648573415,-0.025772062911549543,0.9615174092316924,xgb,pairwise_common_support_min_cell_20
92,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682986171085179,0.6840817686830474,-0.015783151574529475,0.9769279751382437,xgb,pairwise_common_support_min_cell_20
92,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6371446079809534,0.6712142460821677,-0.03406963810121433,0.9492417833797829,xgb,pairwise_common_support_min_cell_20
92,100000,100000,alta_vs_media,alta,media,86162,1447,0.643840994953752,0.6695760014219515,-0.025735006468199484,0.9615652197606439,xgb,pairwise_common_support_min_cell_20
93,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683353580693389,0.6829090752536042,-0.014573717184265367,0.9786593593314699,xgb,pairwise_common_support_min_cell_20
93,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372843894087713,0.6696455815440834,-0.03236119213531208,0.951674149688716,xgb,pairwise_common_support_min_cell_20
93,100000,100000,alta_vs_media,alta,media,86162,1447,0.6435139745373757,0.66967870332707,-0.026164728789694336,0.9609294298001357,xgb,pairwise_common_support_min_cell_20
94,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683513167792687,0.6843925291943694,-0.016041212415100703,0.9765613858555944,xgb,pairwise_common_support_min_cell_20
94,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6375448873831082,0.6723579240346759,-0.03481303665156765,0.9482224639479787,xgb,pairwise_common_support_min_cell_20
94,100000,100000,alta_vs_media,alta,media,86162,1447,0.6440174491778432,0.669648864948435,-0.025631415770591803,0.9617240958475073,xgb,pairwise_common_support_min_cell_20
95,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6681649283288432,0.6834073711124585,-0.015242442783615306,0.9776964027197959,xgb,pairwise_common_support_min_cell_20
95,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637169442790461,0.6713202640996077,-0.034150821309146706,0.9491288686854245,xgb,pairwise_common_support_min_cell_20
95,100000,100000,alta_vs_media,alta,media,86162,1447,0.6436190770464064,0.6695979582071974,-0.025978881160790945,0.9612022694478525,xgb,pairwise_common_support_min_cell_20
96,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682581504827853,0.6826840927751849,-0.014425942292399685,0.9788687880015533,xgb,pairwise_common_support_min_cell_20
96,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6374587846423416,0.6698832788137131,-0.0324244941713715,0.9515968002234784,xgb,pairwise_common_support_min_cell_20
96,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438687124181864,0.6697236178557139,-0.025854905437527442,0.9613946637863716,xgb,pairwise_common_support_min_cell_20
97,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683013138473906,0.6843655789035339,-0.016064265056143334,0.9765267781557908,xgb,pairwise_common_support_min_cell_20
97,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6370951947935143,0.671173811964683,-0.03407861717116867,0.9492253473486807,xgb,pairwise_common_support_min_cell_20
97,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438650416704821,0.6695107856522917,-0.025645743981809632,0.9616948008435391,xgb,pairwise_common_support_min_cell_20
98,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683158616335025,0.6837642035233661,-0.015448341889863548,0.9774069162874279,xgb,pairwise_common_support_min_cell_20
98,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372494143476913,0.6718350227870918,-0.034585608439400506,0.9485206825093415,xgb,pairwise_common_support_min_cell_20
98,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438927386595729,0.6697118972481874,-0.0258191585886145,0.961447364613494,xgb,pairwise_common_support_min_cell_20
99,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683400126979716,0.6841923366290676,-0.015852323931096035,0.9768306029132122,xgb,pairwise_common_support_min_cell_20
99,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6376183788345636,0.673166370829952,-0.035547991995388384,0.9471928582059722,xgb,pairwise_common_support_min_cell_20
99,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437639647892703,0.6695636705036594,-0.025799705714389054,0.9614678829647643,xgb,pairwise_common_support_min_cell_20
100,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683659388727528,0.6850453163642642,-0.016679377491511493,0.9756521545464557,xgb,pairwise_common_support_min_cell_20
100,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6370362989399696,0.6728543270531944,-0.035818028113224765,0.9467670390557018,xgb,pairwise_common_support_min_cell_20
100,100000,100000,alta_vs_media,alta,media,86162,1447,0.6435963117904573,0.6696388852084105,-0.02604257341795324,0.9611095263533747,xgb,pairwise_common_support_min_cell_20
101,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682845072777823,0.6827003920818361,-0.014415884804053758,0.9788840244252771,xgb,pairwise_common_support_min_cell_20
101,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6367829312826118,0.6724166208773842,-0.03563368959477242,0.9470065306412611,xgb,pairwise_common_support_min_cell_20
101,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438403533479686,0.6695819788389075,-0.025741625490938835,0.9615556775653128,xgb,pairwise_common_support_min_cell_20
102,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.668406521994988,0.6835925976308397,-0.015186075635851726,0.9777849033349939,xgb,pairwise_common_support_min_cell_20
102,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637362505124322,0.6715948123740569,-0.03423230724973492,0.9490283328295446,xgb,pairwise_common_support_min_cell_20
102,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438797852787024,0.6696336382587278,-0.025753852980025416,0.9615403834147369,xgb,pairwise_common_support_min_cell_20
103,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682542893601218,0.683305188491855,-0.015050899131733186,0.9779733867308216,xgb,pairwise_common_support_min_cell_20
103,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637029855141696,0.6708170014276889,-0.033787146285992886,0.9496328414245848,xgb,pairwise_common_support_min_cell_20
103,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437714559248762,0.6697182384261195,-0.02594678250124338,0.9612571660550563,xgb,pairwise_common_support_min_cell_20
104,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682658700839542,0.6833031070715394,-0.01503723698758519,0.9779933139013067,xgb,pairwise_common_support_min_cell_20
104,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6373465542476934,0.6706838615671953,-0.03333730731950191,0.9502935597084412,xgb,pairwise_common_support_min_cell_20
104,100000,100000,alta_vs_media,alta,media,86162,1447,0.6439664390280768,0.6696828487141886,-0.025716409686111774,0.9615991215312023,xgb,pairwise_common_support_min_cell_20
105,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682953249919501,0.6834291473609541,-0.015133822369003957,0.9778560478032831,xgb,pairwise_common_support_min_cell_20
105,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6371211268577751,0.6712774616300751,-0.03415633477229996,0.9491174116149267,xgb,pairwise_common_support_min_cell_20
105,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438610298454982,0.6696808511334831,-0.02581982128798488,0.9614445877550732,xgb,pairwise_common_support_min_cell_20
106,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683085185688495,0.6825824851866029,-0.014273966617753375,0.9790882905326069,xgb,pairwise_common_support_min_cell_20
106,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372323860712975,0.6691796466683834,-0.03194726059708586,0.952259067118762,xgb,pairwise_common_support_min_cell_20
106,100000,100000,alta_vs_media,alta,media,86162,1447,0.644088456289773,0.6695961351674939,-0.025507678877720985,0.9619058749923334,xgb,pairwise_common_support_min_cell_20
