bootstrap_iteration,bootstrap_sample_size,bootstrap_evaluation_sample_size,contrast,treated_level,reference_level,n_used,n_removed_no_common_support,risk_treated,risk_reference,risk_difference,risk_ratio,model_type,support_type
107,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682385231057762,0.6833595164034779,-0.015120993297701668,0.977872564975339,xgb,pairwise_common_support_min_cell_20
107,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6370897058131508,0.6714503598518518,-0.03436065403870092,0.948826218447061,xgb,pairwise_common_support_min_cell_20
107,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437477285796837,0.6697011826533007,-0.025953454073617044,0.9612462173490696,xgb,pairwise_common_support_min_cell_20
108,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6681571790520208,0.6821441671208958,-0.013986988068874995,0.9794955542493173,xgb,pairwise_common_support_min_cell_20
108,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637497194099858,0.6704891746277282,-0.032991980527870224,0.9507941637593356,xgb,pairwise_common_support_min_cell_20
108,100000,100000,alta_vs_media,alta,media,86162,1447,0.6440049459152474,0.6695762296546398,-0.025571283739392436,0.9618097497986423,xgb,pairwise_common_support_min_cell_20
109,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6681522747146932,0.6840549133165288,-0.015902638601835606,0.9767523947386998,xgb,pairwise_common_support_min_cell_20
109,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6374861879174033,0.672226654881469,-0.03474046696406574,0.948320307277623,xgb,pairwise_common_support_min_cell_20
109,100000,100000,alta_vs_media,alta,media,86162,1447,0.6440162355630588,0.6696026519454247,-0.025586416382365917,0.9617886573357668,xgb,pairwise_common_support_min_cell_20
110,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.66812839770378,0.6831300882582672,-0.01500169055448719,0.9780397748359525,xgb,pairwise_common_support_min_cell_20
110,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6368366625137697,0.6701776034560046,-0.03334094094223494,0.950250589141892,xgb,pairwise_common_support_min_cell_20
110,100000,100000,alta_vs_media,alta,media,86162,1447,0.6440544992879835,0.6696853791282924,-0.025630879840308873,0.9617269830891758,xgb,pairwise_common_support_min_cell_20
111,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.668413771225362,0.6827652368644649,-0.014351465639102834,0.9789803802768129,xgb,pairwise_common_support_min_cell_20
111,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637011886231659,0.670510574846067,-0.03349868861440797,0.9500400293879057,xgb,pairwise_common_support_min_cell_20
111,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437360104173991,0.6696397711014738,-0.025903760684074628,0.9613168724410347,xgb,pairwise_common_support_min_cell_20
112,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682421015140375,0.6831875673333143,-0.014945465819276804,0.9781239200859386,xgb,pairwise_common_support_min_cell_20
112,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637147882533891,0.6706966485293197,-0.033548765995428664,0.9499792252294785,xgb,pairwise_common_support_min_cell_20
112,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437864707204295,0.6696168102036707,-0.025830339483241205,0.9614251926032373,xgb,pairwise_common_support_min_cell_20
113,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682968767514063,0.6836571166134335,-0.01536023986202728,0.9775322460795614,xgb,pairwise_common_support_min_cell_20
113,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637497154261577,0.67121026710375,-0.03371311284217293,0.9497726502491628,xgb,pairwise_common_support_min_cell_20
113,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438877015542447,0.6695540213000069,-0.025666319745762167,0.961666543804892,xgb,pairwise_common_support_min_cell_20
114,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6681959176102242,0.6841993247716676,-0.016003407161443328,0.9766100219891565,xgb,pairwise_common_support_min_cell_20
114,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372643803759177,0.6712099405392193,-0.033945560163301636,0.9494263149082218,xgb,pairwise_common_support_min_cell_20
114,100000,100000,alta_vs_media,alta,media,86162,1447,0.6441854830115082,0.6695913366199011,-0.02540585360839287,0.9620576727640449,xgb,pairwise_common_support_min_cell_20
115,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682052999333512,0.6834909373109926,-0.015285637377641437,0.9776359326170753,xgb,pairwise_common_support_min_cell_20
115,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6374371798248105,0.6710246326537262,-0.03358745282891573,0.9499460210632117,xgb,pairwise_common_support_min_cell_20
115,100000,100000,alta_vs_media,alta,media,86162,1447,0.6440716988236881,0.6698089980872413,-0.02573729926355317,0.9615751664473744,xgb,pairwise_common_support_min_cell_20
116,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683323737583343,0.6836070148734672,-0.015274641115132881,0.9776558157204397,xgb,pairwise_common_support_min_cell_20
116,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6370533093688268,0.6716863486887151,-0.03463303931988837,0.9484386732177899,xgb,pairwise_common_support_min_cell_20
116,100000,100000,alta_vs_media,alta,media,86162,1447,0.6441171111523648,0.6696037474072473,-0.025486636254882455,0.9619377335423099,xgb,pairwise_common_support_min_cell_20
117,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682753151613899,0.6824940694058695,-0.014218754244479603,0.9791664794144549,xgb,pairwise_common_support_min_cell_20
117,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372162225050747,0.6708459687885036,-0.03362974628342885,0.9498696454207489,xgb,pairwise_common_support_min_cell_20
117,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438938460684098,0.6697176098004644,-0.025823763732054528,0.9614408172128721,xgb,pairwise_common_support_min_cell_20
118,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.668225764994677,0.6828792277996647,-0.014653462804987694,0.978541648056563,xgb,pairwise_common_support_min_cell_20
118,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6371505514836918,0.6697592540576509,-0.03260870257395909,0.9513128002690467,xgb,pairwise_common_support_min_cell_20
118,100000,100000,alta_vs_media,alta,media,86162,1447,0.6439000900698909,0.6696398576330764,-0.025739767563185523,0.9615617749305337,xgb,pairwise_common_support_min_cell_20
119,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.668272935760293,0.6831723902184579,-0.014899454458164874,0.9781907836565227,xgb,pairwise_common_support_min_cell_20
119,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6376939117758611,0.6713932101900684,-0.03369929841420727,0.9498069121004856,xgb,pairwise_common_support_min_cell_20
119,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438687352107058,0.669542290058565,-0.02567355484785927,0.961655066111487,xgb,pairwise_common_support_min_cell_20
120,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682160793620263,0.68309192747347,-0.014875848111443712,0.9782227727877497,xgb,pairwise_common_support_min_cell_20
120,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372282625373016,0.6705145088130476,-0.033286246275746056,0.950357157319877,xgb,pairwise_common_support_min_cell_20
120,100000,100000,alta_vs_media,alta,media,86162,1447,0.6439198612799265,0.6696823362532898,-0.02576247497336326,0.9615303053720992,xgb,pairwise_common_support_min_cell_20
121,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682024417319874,0.6844457941573293,-0.016243352425341917,0.9762678760480363,xgb,pairwise_common_support_min_cell_20
121,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6373588931750458,0.6718941963089337,-0.03453530313388786,0.9486000871512087,xgb,pairwise_common_support_min_cell_20
121,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437751827055027,0.6695531657358277,-0.02577798303032497,0.9614997219795154,xgb,pairwise_common_support_min_cell_20
122,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683479347674852,0.6829265851712327,-0.014578650403747506,0.9786526828501014,xgb,pairwise_common_support_min_cell_20
122,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372283683293036,0.6709249007332067,-0.03369653240390302,0.9497759997175862,xgb,pairwise_common_support_min_cell_20
122,100000,100000,alta_vs_media,alta,media,86162,1447,0.6439230597772739,0.669703342496551,-0.025780282719277015,0.9615049215326116,xgb,pairwise_common_support_min_cell_20
123,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682284160619133,0.6841526009503787,-0.015924184888465365,0.9767242207859116,xgb,pairwise_common_support_min_cell_20
123,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6369842154622329,0.6730217035031563,-0.03603748804092333,0.9464541962713179,xgb,pairwise_common_support_min_cell_20
123,100000,100000,alta_vs_media,alta,media,86162,1447,0.6436002593324928,0.6696535100035355,-0.026053250671042694,0.9610944312516108,xgb,pairwise_common_support_min_cell_20
124,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682703025645043,0.6838931065102842,-0.015622803945779973,0.9771560733730761,xgb,pairwise_common_support_min_cell_20
124,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6368259939847184,0.6722270805271473,-0.035401086542428906,0.947337607234347,xgb,pairwise_common_support_min_cell_20
124,100000,100000,alta_vs_media,alta,media,86162,1447,0.643812070795226,0.6697112813786407,-0.02589921058341471,0.9613277970618926,xgb,pairwise_common_support_min_cell_20
125,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682471054893261,0.6830934854024199,-0.014846379913093788,0.9782659617894796,xgb,pairwise_common_support_min_cell_20
125,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372159234372229,0.6722212538524472,-0.035005330415224356,0.9479258797388337,xgb,pairwise_common_support_min_cell_20
125,100000,100000,alta_vs_media,alta,media,86162,1447,0.6435806067525742,0.6697099169553413,-0.026129310202767098,0.9609841372492182,xgb,pairwise_common_support_min_cell_20
126,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683350442467385,0.683316761559892,-0.014981717313153453,0.9780750039279692,xgb,pairwise_common_support_min_cell_20
126,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6371207622029041,0.6711786289681735,-0.03405786676526934,0.949256628123533,xgb,pairwise_common_support_min_cell_20
126,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437495742121535,0.6696888843180727,-0.02593931010591921,0.9612666258716052,xgb,pairwise_common_support_min_cell_20
127,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683297908402096,0.6831912118920759,-0.014861421051866275,0.9782470547144363,xgb,pairwise_common_support_min_cell_20
127,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6371480544150007,0.669645157336566,-0.03249710292156538,0.9514711596648907,xgb,pairwise_common_support_min_cell_20
127,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437895837729339,0.669599438886536,-0.02580985511360201,0.9614547838383486,xgb,pairwise_common_support_min_cell_20
128,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682162119621244,0.6826247873918905,-0.014408575429766035,0.9788923934555366,xgb,pairwise_common_support_min_cell_20
128,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637047151847936,0.6697485584935257,-0.032701406645589626,0.951173606526089,xgb,pairwise_common_support_min_cell_20
128,100000,100000,alta_vs_media,alta,media,86162,1447,0.6439506387495503,0.6696448298376013,-0.025694191088051044,0.9616301210086513,xgb,pairwise_common_support_min_cell_20
129,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682977051665143,0.6826606973829178,-0.01436299221640347,0.9789602766477312,xgb,pairwise_common_support_min_cell_20
129,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372518517427516,0.6707013958165265,-0.033449544073774984,0.9501275168317597,xgb,pairwise_common_support_min_cell_20
129,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437533272627344,0.6696850442885968,-0.02593171702586239,0.9612777420564774,xgb,pairwise_common_support_min_cell_20
130,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682495560173656,0.6835038159626117,-0.015254259945246096,0.9776822607438368,xgb,pairwise_common_support_min_cell_20
130,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6371751881797308,0.6703261999679049,-0.033151011788174034,0.9505449558889966,xgb,pairwise_common_support_min_cell_20
130,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438473988598717,0.6695705108113617,-0.025723111951489908,0.9615826689853477,xgb,pairwise_common_support_min_cell_20
131,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683155518942849,0.6837865022028754,-0.01547095030859047,0.9773745894972341,xgb,pairwise_common_support_min_cell_20
131,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6373462601049811,0.6721267054625086,-0.034780445357527556,0.9482531417441683,xgb,pairwise_common_support_min_cell_20
131,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437931797376162,0.6696993926851628,-0.02590621294754658,0.9613166545609733,xgb,pairwise_common_support_min_cell_20
132,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6681905318676596,0.6834899634044468,-0.015299431536787145,0.9776157188021005,xgb,pairwise_common_support_min_cell_20
132,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6375987039984646,0.6710561604937669,-0.033457456495302296,0.9501420917279351,xgb,pairwise_common_support_min_cell_20
132,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438513258693762,0.6696830545169751,-0.02583172864759886,0.9614269340199587,xgb,pairwise_common_support_min_cell_20
133,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682990240110188,0.6835143308504266,-0.01521530683940775,0.9777395935203335,xgb,pairwise_common_support_min_cell_20
133,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6374606524628025,0.6712477068682443,-0.03378705440544183,0.9496652963433159,xgb,pairwise_common_support_min_cell_20
133,100000,100000,alta_vs_media,alta,media,86162,1447,0.644222709032865,0.6696658786279884,-0.025443169595123383,0.9620061729182747,xgb,pairwise_common_support_min_cell_20
134,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682982565815972,0.6827220275292073,-0.014423770947610048,0.978873142558751,xgb,pairwise_common_support_min_cell_20
134,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6370683376852603,0.6712725564116319,-0.03420421872637158,0.9490457066959294,xgb,pairwise_common_support_min_cell_20
134,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438970108096341,0.6695794414711785,-0.02568243066154441,0.9616439378647651,xgb,pairwise_common_support_min_cell_20
135,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682705585181224,0.6825930972552966,-0.01432253873717415,0.9790174574065208,xgb,pairwise_common_support_min_cell_20
135,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6370739715431863,0.6695458721635641,-0.03247190062037775,0.9515016043404937,xgb,pairwise_common_support_min_cell_20
135,100000,100000,alta_vs_media,alta,media,86162,1447,0.643737787039004,0.6697023658519874,-0.02596457881298342,0.9612296743495126,xgb,pairwise_common_support_min_cell_20
136,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6681874591857125,0.6833681978705781,-0.01518073868486558,0.977785418267678,xgb,pairwise_common_support_min_cell_20
136,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6371201860646925,0.6709892525944069,-0.03386906652971444,0.9495236825347674,xgb,pairwise_common_support_min_cell_20
136,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438949689861317,0.6696440810158478,-0.02574911202971608,0.9615480629789861,xgb,pairwise_common_support_min_cell_20
137,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6681835012936121,0.683522200717824,-0.015338699424211844,0.9775593252009908,xgb,pairwise_common_support_min_cell_20
137,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637552865801163,0.6712930203205137,-0.03374015451935075,0.9497385590226437,xgb,pairwise_common_support_min_cell_20
137,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438928899465058,0.6695927314092777,-0.025699841462771822,0.961618697071753,xgb,pairwise_common_support_min_cell_20
138,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6681337853634562,0.6839615385971457,-0.015827753233689457,0.9768587086546514,xgb,pairwise_common_support_min_cell_20
138,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637046620193802,0.6701772283727888,-0.03313060817898683,0.9505644077769861,xgb,pairwise_common_support_min_cell_20
138,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438141721347025,0.6695220676763511,-0.02570789554164865,0.961602616578613,xgb,pairwise_common_support_min_cell_20
139,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6684026774279309,0.6828641648075959,-0.014461487379665017,0.9788223073856281,xgb,pairwise_common_support_min_cell_20
139,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372036202446546,0.6709144582548457,-0.033710838010191146,0.9497538954550505,xgb,pairwise_common_support_min_cell_20
139,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437965876783319,0.6695741817087689,-0.025777594030437,0.9615015113565879,xgb,pairwise_common_support_min_cell_20
140,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.668290151416563,0.6833076597225448,-0.015017508305981808,0.9780223328506523,xgb,pairwise_common_support_min_cell_20
140,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6370749270670172,0.6712137289101543,-0.03413880184313711,0.9491387014705911,xgb,pairwise_common_support_min_cell_20
140,100000,100000,alta_vs_media,alta,media,86162,1447,0.6436834767424301,0.6697969385692729,-0.02611346182684282,0.9610128677467192,xgb,pairwise_common_support_min_cell_20
141,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6684180311682472,0.6820306310595483,-0.013612599891301147,0.980041072539288,xgb,pairwise_common_support_min_cell_20
141,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6374679502460097,0.6699520581180922,-0.03248410787208256,0.9515127874025329,xgb,pairwise_common_support_min_cell_20
141,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438939454952549,0.6696021160142137,-0.025708170518958795,0.9616067961792207,xgb,pairwise_common_support_min_cell_20
142,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683373250231932,0.6831955098256957,-0.01485818480250245,0.9782519284907285,xgb,pairwise_common_support_min_cell_20
142,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372946556568787,0.6713739064462073,-0.03407925078932861,0.9492395363267531,xgb,pairwise_common_support_min_cell_20
142,100000,100000,alta_vs_media,alta,media,86162,1447,0.6441830946927557,0.6695431703065491,-0.025360075613793387,0.9621233152117998,xgb,pairwise_common_support_min_cell_20
143,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683559540034967,0.6824359839287519,-0.014080029925255255,0.9793679843137855,xgb,pairwise_common_support_min_cell_20
143,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372320840225555,0.6697168536734112,-0.03248476965085567,0.9514947705546366,xgb,pairwise_common_support_min_cell_20
143,100000,100000,alta_vs_media,alta,media,86162,1447,0.6440158677982875,0.6695922885894866,-0.02557642079119915,0.9618029938112391,xgb,pairwise_common_support_min_cell_20
144,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682560158780841,0.6830001742149611,-0.014744158336876922,0.9784126580145842,xgb,pairwise_common_support_min_cell_20
144,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6374252107992572,0.6707448902321109,-0.033319679432853744,0.9503243633785663,xgb,pairwise_common_support_min_cell_20
144,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437104949979557,0.6697135620262917,-0.02600306702833599,0.9611728528392633,xgb,pairwise_common_support_min_cell_20
145,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683485292331841,0.6823210976571726,-0.01397256842398853,0.9795220044170334,xgb,pairwise_common_support_min_cell_20
145,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6371705714613702,0.6699503496922041,-0.03277977823083389,0.9510713320085676,xgb,pairwise_common_support_min_cell_20
145,100000,100000,alta_vs_media,alta,media,86162,1447,0.6438098480480137,0.6696178622977997,-0.02580801424978607,0.9614585934711694,xgb,pairwise_common_support_min_cell_20
146,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682788890032265,0.6833932629467148,-0.015114373943488246,0.9778833436573302,xgb,pairwise_common_support_min_cell_20
146,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6376788416129686,0.6717261235617576,-0.03404728194878903,0.9493137444644003,xgb,pairwise_common_support_min_cell_20
146,100000,100000,alta_vs_media,alta,media,86162,1447,0.6434986859451876,0.6697656007109052,-0.02626691476571763,0.9607819291736731,xgb,pairwise_common_support_min_cell_20
147,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683803334055244,0.682142643147207,-0.013762309741682577,0.9798248799134045,xgb,pairwise_common_support_min_cell_20
147,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6377146530830867,0.6704893377286487,-0.03277468464556199,0.9511182612439602,xgb,pairwise_common_support_min_cell_20
147,100000,100000,alta_vs_media,alta,media,86162,1447,0.6439032362141328,0.6696295514175471,-0.025726315203414285,0.9615812725872777,xgb,pairwise_common_support_min_cell_20
148,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.66827043355279,0.6840334551658191,-0.015763021613029116,0.9769557738821298,xgb,pairwise_common_support_min_cell_20
148,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6373375805664749,0.6711112488359521,-0.03377366826947714,0.9496750079393576,xgb,pairwise_common_support_min_cell_20
148,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437562122420817,0.6696326166054356,-0.025876404363353922,0.9613573118726967,xgb,pairwise_common_support_min_cell_20
149,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682361241761503,0.6834226364056825,-0.015186512229532156,0.9777787398008904,xgb,pairwise_common_support_min_cell_20
149,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6369311867940392,0.6719468030186564,-0.03501561622461724,0.9478893030410845,xgb,pairwise_common_support_min_cell_20
149,100000,100000,alta_vs_media,alta,media,86162,1447,0.6440319078544139,0.6695690493241799,-0.025537141469766045,0.9618603316632667,xgb,pairwise_common_support_min_cell_20
150,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.66834306716888,0.6836482511906404,-0.015305184021760398,0.9776124871304726,xgb,pairwise_common_support_min_cell_20
150,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6370643288790923,0.6712648867986704,-0.0342005579195781,0.9490505781068276,xgb,pairwise_common_support_min_cell_20
150,100000,100000,alta_vs_media,alta,media,86162,1447,0.6436456594864439,0.6696932180524021,-0.026047558565958195,0.9611052376464113,xgb,pairwise_common_support_min_cell_20
151,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683683372342013,0.6834793866532511,-0.015111049419049838,0.9778909946457301,xgb,pairwise_common_support_min_cell_20
151,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.636974902982749,0.6717196449294716,-0.03474474194672261,0.9482749355196085,xgb,pairwise_common_support_min_cell_20
151,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437533350342187,0.6695967203631186,-0.02584338532889985,0.9614045521087901,xgb,pairwise_common_support_min_cell_20
152,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.668445555257144,0.6837622077050405,-0.015316652447896484,0.9775994457206039,xgb,pairwise_common_support_min_cell_20
152,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6374816645935535,0.6706943347112128,-0.03321267011765927,0.9504801689849371,xgb,pairwise_common_support_min_cell_20
152,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437692320648215,0.6695205678772547,-0.025751335812433163,0.9615376479111329,xgb,pairwise_common_support_min_cell_20
153,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683293762249083,0.6837245087965065,-0.015395132571598191,0.9774834273548322,xgb,pairwise_common_support_min_cell_20
153,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6374247671847127,0.6713170437741613,-0.0338922765894486,0.9495137552312014,xgb,pairwise_common_support_min_cell_20
153,100000,100000,alta_vs_media,alta,media,86162,1447,0.6439923962065626,0.6695601510230684,-0.02556775481650586,0.9618141032177033,xgb,pairwise_common_support_min_cell_20
154,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683831782638316,0.6827614995386408,-0.014378321274809203,0.978940931372778,xgb,pairwise_common_support_min_cell_20
154,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6369493416629695,0.6711521073887212,-0.03420276572575176,0.9490387270646801,xgb,pairwise_common_support_min_cell_20
154,100000,100000,alta_vs_media,alta,media,86162,1447,0.6437025429670307,0.669520766293123,-0.025818223326092293,0.9614377557412628,xgb,pairwise_common_support_min_cell_20
155,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682705275761275,0.6839807956028249,-0.015710268026697394,0.9770311270028404,xgb,pairwise_common_support_min_cell_20
155,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.637376598721791,0.6716789609113671,-0.03430236218957616,0.9489304203558304,xgb,pairwise_common_support_min_cell_20
155,100000,100000,alta_vs_media,alta,media,86162,1447,0.6441806169567503,0.6696349012218078,-0.02545428426505747,0.961987817214106,xgb,pairwise_common_support_min_cell_20
156,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683385904579832,0.6830107518584339,-0.01467216140045069,0.9785184034650574,xgb,pairwise_common_support_min_cell_20
156,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372323540503656,0.6716052869152486,-0.034372932864882966,0.948819740501506,xgb,pairwise_common_support_min_cell_20
156,100000,100000,alta_vs_media,alta,media,86162,1447,0.6440947862307782,0.6695546849425306,-0.02545989871175236,0.9619748778041369,xgb,pairwise_common_support_min_cell_20
157,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683010377329235,0.6829246593080944,-0.014623621575170942,0.9785867717970722,xgb,pairwise_common_support_min_cell_20
157,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6371925822539757,0.6716475567992464,-0.03445497454527069,0.948700811613956,xgb,pairwise_common_support_min_cell_20
157,100000,100000,alta_vs_media,alta,media,86162,1447,0.6436692568454029,0.6697091908343606,-0.026039933988957764,0.9611175502063578,xgb,pairwise_common_support_min_cell_20
158,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682135180404594,0.6833640922750871,-0.015150574234627734,0.977829425915272,xgb,pairwise_common_support_min_cell_20
158,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6367202252732188,0.672382427776072,-0.035662202502853235,0.946961429939793,xgb,pairwise_common_support_min_cell_20
158,100000,100000,alta_vs_media,alta,media,86162,1447,0.6441644126295297,0.6695945198892699,-0.025430107259740153,0.9620216317422289,xgb,pairwise_common_support_min_cell_20
159,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6683256223475222,0.6821309984311102,-0.013805376083588006,0.9797614005002849,xgb,pairwise_common_support_min_cell_20
159,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6372197450352123,0.6696540943408392,-0.03243434930562694,0.9515655178102763,xgb,pairwise_common_support_min_cell_20
159,100000,100000,alta_vs_media,alta,media,86162,1447,0.643732156492994,0.669636693479942,-0.025904536986948057,0.9613155353654108,xgb,pairwise_common_support_min_cell_20
160,100000,100000,media_vs_baixa,media,baixa,68981,3774,0.6682160265169845,0.6842574357640764,-0.016041409247091853,0.9765564706955955,xgb,pairwise_common_support_min_cell_20
160,100000,100000,alta_vs_baixa,alta,baixa,36647,2989,0.6368228385811688,0.6717299799659039,-0.03490714138473505,0.9480339683714774,xgb,pairwise_common_support_min_cell_20
160,100000,100000,alta_vs_media,alta,media,86162,1447,0.643760925090006,0.669629048277468,-0.02586812318746201,0.9613694727640559,xgb,pairwise_common_support_min_cell_20
