contrast,conservative,default,weak
alta_vs_baixa,0.926413752655662,0.9209738064087504,0.9212319306300838
alta_vs_media,0.9538903136105852,0.9526146345065536,0.953791074504167
media_vs_baixa,0.9712117722855692,0.9668201507137948,0.9658802287562016
