ano,idade_grupo,raca_cor,sexo,sigla_uf,escolaridade_grupo,n
2012,idoso,1,1,PB,baixa,90
2012,idoso,1,1,PB,media,173
2012,idoso,1,1,PB,alta,37
2012,idoso,1,1,PE,baixa,427
2012,idoso,1,1,PE,media,1039
2012,idoso,1,1,PE,alta,251
2012,idoso,1,1,PI,baixa,107
2012,idoso,1,1,PI,media,149
2012,idoso,1,1,PI,alta,24
2012,idoso,1,1,PR,baixa,912
2012,idoso,1,1,PR,media,5523
2012,idoso,1,1,PR,alta,942
2012,idoso,1,1,RJ,baixa,900
2012,idoso,1,1,RJ,media,4923
2012,idoso,1,1,RJ,alta,1524
2012,idoso,1,1,RN,baixa,165
2012,idoso,1,1,RN,media,235
2012,idoso,1,1,RN,alta,29
2012,idoso,1,1,RO,baixa,51
2012,idoso,1,1,RO,media,116
2012,idoso,1,1,RO,alta,12
2012,idoso,1,1,RR,baixa,13
2012,idoso,1,1,RR,media,28
2012,idoso,1,1,RR,alta,8
2012,idoso,1,1,RS,baixa,927
2012,idoso,1,1,RS,media,5380
2012,idoso,1,1,RS,alta,976
2012,idoso,1,1,SC,baixa,279
2012,idoso,1,1,SC,media,3316
2012,idoso,1,1,SC,alta,636
2012,idoso,1,1,SE,baixa,60
2012,idoso,1,1,SE,media,147
2012,idoso,1,1,SE,alta,49
2012,idoso,1,1,SP,baixa,3125
2012,idoso,1,1,SP,media,13858
2012,idoso,1,1,SP,alta,3403
2012,idoso,1,1,TO,baixa,40
2012,idoso,1,1,TO,media,100
2012,idoso,1,1,TO,alta,14
2012,idoso,1,2,AC,baixa,8
2012,idoso,1,2,AC,media,2
2012,idoso,1,2,AC,alta,2
2012,idoso,1,2,AL,baixa,111
2012,idoso,1,2,AL,media,99
2012,idoso,1,2,AL,alta,33
2012,idoso,1,2,AM,baixa,24
2012,idoso,1,2,AM,media,146
2012,idoso,1,2,AM,alta,39
2012,idoso,1,2,AP,baixa,8
2012,idoso,1,2,AP,media,17
2012,idoso,1,2,AP,alta,9
2012,idoso,1,2,BA,baixa,273
2012,idoso,1,2,BA,media,357
2012,idoso,1,2,BA,alta,77
2012,idoso,1,2,CE,baixa,281
2012,idoso,1,2,CE,media,512
2012,idoso,1,2,CE,alta,117
2012,idoso,1,2,DF,baixa,68
2012,idoso,1,2,DF,media,355
2012,idoso,1,2,DF,alta,101
2012,idoso,1,2,ES,baixa,166
2012,idoso,1,2,ES,media,292
2012,idoso,1,2,ES,alta,57
2012,idoso,1,2,GO,baixa,313
2012,idoso,1,2,GO,media,566
2012,idoso,1,2,GO,alta,94
2012,idoso,1,2,MA,baixa,204
