dataset_path,dag_path,estimand,outcome_original,outcome_modeled,outcome_filter,treatment,treatment_levels,reference_level,adjustment_set,n_rows,outcome_mean
/scratch/victoria.estanislau/inf-causal/data/processed/sim_selected/dataset.csv,/scratch/victoria.estanislau/inf-causal/causal/dag_final.json,efeito_total_escolaridade_sobre_morte_evitavel,morte_evitavel,morte_evitavel_binaria,"mantem morte_evitavel em {0, 1}; exclui 2 (mal definida)",escolaridade_grupo,baixa|media|alta,baixa,ano|idade_grupo|raca_cor|sexo|sigla_uf,2818686,0.6673712502918027
