ano,idade_grupo,raca_cor,sexo,sigla_uf,baixa,media,contrast,level_a,level_b,pair_stratum_n,has_pair_common_support,min_pair_cell_n,alta
2012,adulto,1,2,PE,36.0,191.0,media_vs_baixa,baixa,media,227,True,36,
2012,adulto,1,2,PI,7.0,54.0,media_vs_baixa,baixa,media,61,False,7,
2012,adulto,1,2,PR,71.0,841.0,media_vs_baixa,baixa,media,912,True,71,
2012,adulto,1,2,RJ,47.0,668.0,media_vs_baixa,baixa,media,715,True,47,
2012,adulto,1,2,RN,16.0,52.0,media_vs_baixa,baixa,media,68,False,16,
2012,adulto,1,2,RO,2.0,35.0,media_vs_baixa,baixa,media,37,False,2,
2012,adulto,1,2,RR,0.0,8.0,media_vs_baixa,baixa,media,8,False,0,
2012,adulto,1,2,RS,79.0,606.0,media_vs_baixa,baixa,media,685,True,79,
2012,adulto,1,2,SC,33.0,466.0,media_vs_baixa,baixa,media,499,True,33,
2012,adulto,1,2,SE,5.0,43.0,media_vs_baixa,baixa,media,48,False,5,
2012,adulto,1,2,SP,202.0,1660.0,media_vs_baixa,baixa,media,1862,True,202,
2012,adulto,1,2,TO,3.0,25.0,media_vs_baixa,baixa,media,28,False,3,
2012,adulto,2,1,AC,3.0,3.0,media_vs_baixa,baixa,media,6,False,3,
2012,adulto,2,1,AL,13.0,13.0,media_vs_baixa,baixa,media,26,False,13,
2012,adulto,2,1,AM,2.0,15.0,media_vs_baixa,baixa,media,17,False,2,
2012,adulto,2,1,AP,0.0,3.0,media_vs_baixa,baixa,media,3,False,0,
2012,adulto,2,1,BA,97.0,253.0,media_vs_baixa,baixa,media,350,True,97,
2012,adulto,2,1,CE,17.0,56.0,media_vs_baixa,baixa,media,73,False,17,
2012,adulto,2,1,DF,4.0,42.0,media_vs_baixa,baixa,media,46,False,4,
2012,adulto,2,1,ES,13.0,59.0,media_vs_baixa,baixa,media,72,False,13,
2012,adulto,2,1,GO,27.0,97.0,media_vs_baixa,baixa,media,124,True,27,
2012,adulto,2,1,MA,41.0,186.0,media_vs_baixa,baixa,media,227,True,41,
2012,adulto,2,1,MG,65.0,392.0,media_vs_baixa,baixa,media,457,True,65,
2012,adulto,2,1,MS,8.0,25.0,media_vs_baixa,baixa,media,33,False,8,
2012,adulto,2,1,MT,14.0,81.0,media_vs_baixa,baixa,media,95,False,14,
2012,adulto,2,1,PA,16.0,97.0,media_vs_baixa,baixa,media,113,False,16,
2012,adulto,2,1,PB,5.0,19.0,media_vs_baixa,baixa,media,24,False,5,
2012,adulto,2,1,PE,42.0,104.0,media_vs_baixa,baixa,media,146,True,42,
2012,adulto,2,1,PI,20.0,76.0,media_vs_baixa,baixa,media,96,True,20,
2012,adulto,2,1,PR,7.0,110.0,media_vs_baixa,baixa,media,117,False,7,
2012,adulto,2,1,RJ,55.0,573.0,media_vs_baixa,baixa,media,628,True,55,
2012,adulto,2,1,RN,13.0,22.0,media_vs_baixa,baixa,media,35,False,13,
2012,adulto,2,1,RO,2.0,19.0,media_vs_baixa,baixa,media,21,False,2,
2012,adulto,2,1,RR,0.0,9.0,media_vs_baixa,baixa,media,9,False,0,
2012,adulto,2,1,RS,22.0,179.0,media_vs_baixa,baixa,media,201,True,22,
2012,adulto,2,1,SC,4.0,46.0,media_vs_baixa,baixa,media,50,False,4,
2012,adulto,2,1,SE,18.0,52.0,media_vs_baixa,baixa,media,70,False,18,
2012,adulto,2,1,SP,64.0,514.0,media_vs_baixa,baixa,media,578,True,64,
2012,adulto,2,1,TO,14.0,30.0,media_vs_baixa,baixa,media,44,False,14,
2012,adulto,2,2,AC,2.0,0.0,media_vs_baixa,baixa,media,2,False,0,
2012,adulto,2,2,AL,3.0,15.0,media_vs_baixa,baixa,media,18,False,3,
2012,adulto,2,2,AM,4.0,8.0,media_vs_baixa,baixa,media,12,False,4,
2012,adulto,2,2,AP,1.0,4.0,media_vs_baixa,baixa,media,5,False,1,
2012,adulto,2,2,BA,27.0,125.0,media_vs_baixa,baixa,media,152,True,27,
2012,adulto,2,2,CE,7.0,30.0,media_vs_baixa,baixa,media,37,False,7,
2012,adulto,2,2,DF,0.0,13.0,media_vs_baixa,baixa,media,13,False,0,
