ano,idade_grupo,raca_cor,sexo,sigla_uf,baixa,media,contrast,level_a,level_b,pair_stratum_n,has_pair_common_support,min_pair_cell_n,alta
2021,idoso,2,1,RN,54.0,58.0,media_vs_baixa,baixa,media,112,True,54,
2021,idoso,2,1,RO,26.0,59.0,media_vs_baixa,baixa,media,85,True,26,
2021,idoso,2,1,RR,10.0,13.0,media_vs_baixa,baixa,media,23,False,10,
2021,idoso,2,1,RS,80.0,524.0,media_vs_baixa,baixa,media,604,True,80,
2021,idoso,2,1,SC,11.0,162.0,media_vs_baixa,baixa,media,173,False,11,
2021,idoso,2,1,SE,72.0,111.0,media_vs_baixa,baixa,media,183,True,72,
2021,idoso,2,1,SP,352.0,3104.0,media_vs_baixa,baixa,media,3456,True,352,
2021,idoso,2,1,TO,57.0,92.0,media_vs_baixa,baixa,media,149,True,57,
2021,idoso,2,2,AC,3.0,5.0,media_vs_baixa,baixa,media,8,False,3,
2021,idoso,2,2,AL,45.0,31.0,media_vs_baixa,baixa,media,76,True,31,
2021,idoso,2,2,AM,18.0,31.0,media_vs_baixa,baixa,media,49,False,18,
2021,idoso,2,2,AP,10.0,14.0,media_vs_baixa,baixa,media,24,False,10,
2021,idoso,2,2,BA,455.0,757.0,media_vs_baixa,baixa,media,1212,True,455,
2021,idoso,2,2,CE,87.0,131.0,media_vs_baixa,baixa,media,218,True,87,
2021,idoso,2,2,DF,35.0,112.0,media_vs_baixa,baixa,media,147,True,35,
2021,idoso,2,2,ES,60.0,127.0,media_vs_baixa,baixa,media,187,True,60,
2021,idoso,2,2,GO,140.0,252.0,media_vs_baixa,baixa,media,392,True,140,
2021,idoso,2,2,MA,189.0,183.0,media_vs_baixa,baixa,media,372,True,183,
2021,idoso,2,2,MG,437.0,1326.0,media_vs_baixa,baixa,media,1763,True,437,
2021,idoso,2,2,MS,29.0,93.0,media_vs_baixa,baixa,media,122,True,29,
2021,idoso,2,2,MT,68.0,109.0,media_vs_baixa,baixa,media,177,True,68,
2021,idoso,2,2,PA,99.0,149.0,media_vs_baixa,baixa,media,248,True,99,
2021,idoso,2,2,PB,29.0,45.0,media_vs_baixa,baixa,media,74,True,29,
2021,idoso,2,2,PE,168.0,296.0,media_vs_baixa,baixa,media,464,True,168,
2021,idoso,2,2,PI,96.0,75.0,media_vs_baixa,baixa,media,171,True,75,
2021,idoso,2,2,PR,134.0,288.0,media_vs_baixa,baixa,media,422,True,134,
2021,idoso,2,2,RJ,441.0,2418.0,media_vs_baixa,baixa,media,2859,True,441,
2021,idoso,2,2,RN,48.0,42.0,media_vs_baixa,baixa,media,90,True,42,
2021,idoso,2,2,RO,26.0,47.0,media_vs_baixa,baixa,media,73,True,26,
2021,idoso,2,2,RR,2.0,9.0,media_vs_baixa,baixa,media,11,False,2,
2021,idoso,2,2,RS,93.0,432.0,media_vs_baixa,baixa,media,525,True,93,
2021,idoso,2,2,SC,19.0,137.0,media_vs_baixa,baixa,media,156,False,19,
2021,idoso,2,2,SE,56.0,69.0,media_vs_baixa,baixa,media,125,True,56,
2021,idoso,2,2,SP,401.0,2398.0,media_vs_baixa,baixa,media,2799,True,401,
2021,idoso,2,2,TO,37.0,44.0,media_vs_baixa,baixa,media,81,True,37,
2021,idoso,3,1,AC,0.0,2.0,media_vs_baixa,baixa,media,2,False,0,
2021,idoso,3,1,AL,1.0,1.0,media_vs_baixa,baixa,media,2,False,1,
2021,idoso,3,1,AM,2.0,10.0,media_vs_baixa,baixa,media,12,False,2,
2021,idoso,3,1,AP,3.0,1.0,media_vs_baixa,baixa,media,4,False,1,
2021,idoso,3,1,BA,7.0,15.0,media_vs_baixa,baixa,media,22,False,7,
2021,idoso,3,1,CE,7.0,13.0,media_vs_baixa,baixa,media,20,False,7,
2021,idoso,3,1,DF,4.0,19.0,media_vs_baixa,baixa,media,23,False,4,
2021,idoso,3,1,ES,0.0,8.0,media_vs_baixa,baixa,media,8,False,0,
2021,idoso,3,1,GO,4.0,20.0,media_vs_baixa,baixa,media,24,False,4,
2021,idoso,3,1,MA,8.0,4.0,media_vs_baixa,baixa,media,12,False,4,
2021,idoso,3,1,MG,10.0,50.0,media_vs_baixa,baixa,media,60,False,10,
2021,idoso,3,1,MS,3.0,20.0,media_vs_baixa,baixa,media,23,False,3,
2021,idoso,3,1,MT,3.0,27.0,media_vs_baixa,baixa,media,30,False,3,
2021,idoso,3,1,PA,3.0,16.0,media_vs_baixa,baixa,media,19,False,3,
2021,idoso,3,1,PB,0.0,4.0,media_vs_baixa,baixa,media,4,False,0,
2021,idoso,3,1,PE,1.0,6.0,media_vs_baixa,baixa,media,7,False,1,
2021,idoso,3,1,PI,2.0,2.0,media_vs_baixa,baixa,media,4,False,2,
2021,idoso,3,1,PR,6.0,75.0,media_vs_baixa,baixa,media,81,False,6,
2021,idoso,3,1,RJ,6.0,24.0,media_vs_baixa,baixa,media,30,False,6,
2021,idoso,3,1,RN,2.0,1.0,media_vs_baixa,baixa,media,3,False,1,
2021,idoso,3,1,RO,1.0,4.0,media_vs_baixa,baixa,media,5,False,1,
2021,idoso,3,1,RR,0.0,1.0,media_vs_baixa,baixa,media,1,False,0,
2021,idoso,3,1,RS,0.0,2.0,media_vs_baixa,baixa,media,2,False,0,
2021,idoso,3,1,SC,1.0,13.0,media_vs_baixa,baixa,media,14,False,1,
2021,idoso,3,1,SE,0.0,3.0,media_vs_baixa,baixa,media,3,False,0,
2021,idoso,3,1,SP,8.0,514.0,media_vs_baixa,baixa,media,522,False,8,
2021,idoso,3,1,TO,6.0,9.0,media_vs_baixa,baixa,media,15,False,6,
2021,idoso,3,2,AL,1.0,2.0,media_vs_baixa,baixa,media,3,False,1,
2021,idoso,3,2,AM,2.0,3.0,media_vs_baixa,baixa,media,5,False,2,
2021,idoso,3,2,AP,4.0,4.0,media_vs_baixa,baixa,media,8,False,4,
2021,idoso,3,2,BA,6.0,13.0,media_vs_baixa,baixa,media,19,False,6,
